row_id,source,target,split,rule_id,error_type,source_dataset,is_clean,is_hard_negative
95,Мария посмотри точный план. После обеда комиссия уточнила вывод.,"Мария, посмотри точный план. После обеда комиссия уточнила вывод.",test,address_comma,punctuation,lenta_news,False,False
96,Мария посмотри точный план. После обеда комиссия уточнила вывод.,"Мария, посмотри точный план. После обеда комиссия уточнила вывод.",test,address_comma,punctuation,lenta_news,False,False
97,Мария посмотри точный план. После обеда комиссия уточнила вывод.,"Мария, посмотри точный план. После обеда комиссия уточнила вывод.",test,address_comma,punctuation,lenta_news,False,False
98,"""Amazon хочет прибрать к рукам все Интернет-продажи, которые только существуют.","""Amazon хочет прибрать к рукам все Интернет-продажи, которые только существуют.",test,clean_identity,clean_identity,lenta_news,True,False
99,"""Bank of New York"" уже обязался оказать полное содействие ФБР и другим спецслужбам США, ведущим расследование.","""Bank of New York"" уже обязался оказать полное содействие ФБР и другим спецслужбам США, ведущим расследование.",test,clean_identity,clean_identity,lenta_news,True,False
100,"""А моястаршая дочь уже девять лет не живет с родителями, вместе с мужемона занимается бизнесом в США, и я не знаю, есть ли у нее счет в""Banco del Gottardo"", - отметил П.Бородин.","""А моястаршая дочь уже девять лет не живет с родителями, вместе с мужемона занимается бизнесом в США, и я не знаю, есть ли у нее счет в""Banco del Gottardo"", - отметил П.Бородин.",test,clean_identity,clean_identity,lenta_news,True,False
101,"""Во многих случаях нам это удастся, - сказал он.","""Во многих случаях нам это удастся, - сказал он.",test,clean_identity,clean_identity,lenta_news,True,False
102,"""Данным делом занимается прокуратура"", - пояснил он журналистам, добавив, что сыщики не исключают возможность ""неонацистского следа"".","""Данным делом занимается прокуратура"", - пояснил он журналистам, добавив, что сыщики не исключают возможность ""неонацистского следа"".",test,clean_identity,clean_identity,lenta_news,True,False
103,"""Дело о 15 миллиардах"": подозреваются 780 российских чиновников Существуют ""серьезные свидетельства"", что 780 российских чиновников замешаны в махинациях, в результате которых миллиарды долларов ""уплыли"" из России.","""Дело о 15 миллиардах"": подозреваются 780 российских чиновников Существуют ""серьезные свидетельства"", что 780 российских чиновников замешаны в махинациях, в результате которых миллиарды долларов ""уплыли"" из России.",test,clean_identity,clean_identity,lenta_news,True,False
104,"""Есть надежда, - сообщается на томском городском сервере ""Открытый Томск"", - что Томск ближайшие четыре года проживет без больших потрясений"".","""Есть надежда, - сообщается на томском городском сервере ""Открытый Томск"", - что Томск ближайшие четыре года проживет без больших потрясений"".",test,clean_identity,clean_identity,lenta_news,True,False
105,"""Значительныхнарушений, которые могли бы повлиять на итоги голлосования,наблюдателями не зарегистрировано"", - сказал Вячеслав Цугба.","""Значительныхнарушений, которые могли бы повлиять на итоги голлосования,наблюдателями не зарегистрировано"", - сказал Вячеслав Цугба.",test,clean_identity,clean_identity,lenta_news,True,False
106,"""Многие ученые беспокоятся, что во время осенней миграции птицы перенесут с собой вирус на юг"", говорит Габлер.","""Многие ученые беспокоятся, что во время осенней миграции птицы перенесут с собой вирус на юг"", говорит Габлер.",test,clean_identity,clean_identity,lenta_news,True,False
107,"""Может ли Пиночет перенести судебные слушания - это вопрос для медицинского эксперта, назначенного судом, а не для частных врачей"", - заявил представитель ""Международной амнистии"".","""Может ли Пиночет перенести судебные слушания - это вопрос для медицинского эксперта, назначенного судом, а не для частных врачей"", - заявил представитель ""Международной амнистии"".",test,clean_identity,clean_identity,lenta_news,True,False
108,"""Московский комсомолец"" связывает данные действия дочери президента со слухами о том, что двадцатого сентября Ельцин должен лечь на операцию.","""Московский комсомолец"" связывает данные действия дочери президента со слухами о том, что двадцатого сентября Ельцин должен лечь на операцию.",test,clean_identity,clean_identity,lenta_news,True,False
109,"""Мы должны смотреть выше"", заявила госсекретарь, по словам которой американцы не должны оставлять без внимания проблему коррупции в России, ""но это не вся картина"".","""Мы должны смотреть выше"", заявила госсекретарь, по словам которой американцы не должны оставлять без внимания проблему коррупции в России, ""но это не вся картина"".",test,clean_identity,clean_identity,lenta_news,True,False
110,"""Мы его поддерживаем исчитаем, что он весьма своевременный, особенно на фоне разгуламеждународного терроризма, в частности, на Северном Кавказе"".","""Мы его поддерживаем исчитаем, что он весьма своевременный, особенно на фоне разгуламеждународного терроризма, в частности, на Северном Кавказе"".",test,clean_identity,clean_identity,lenta_news,True,False
111,"""Мы обсудили весь комплекс вопросов,- отметил РобертКочарян.","""Мы обсудили весь комплекс вопросов,- отметил РобертКочарян.",test,clean_identity,clean_identity,lenta_news,True,False
112,"""Мы сознательно вносим этот документ без изменений, указывая этим на преемственность власти"", - сказал Владимир Путин.","""Мы сознательно вносим этот документ без изменений, указывая этим на преемственность власти"", - сказал Владимир Путин.",test,clean_identity,clean_identity,lenta_news,True,False
113,"""Насколько я могу судить, все знали, что через эту фирму можно посылать деньги"", - сказал Починок.","""Насколько я могу судить, все знали, что через эту фирму можно посылать деньги"", - сказал Починок.",test,clean_identity,clean_identity,lenta_news,True,False
114,"""Острота вопроса снята, и новых стычек, по крайней мере в ближайшие сутки, ожидать не приходится"", - считает вице-губернатор.","""Острота вопроса снята, и новых стычек, по крайней мере в ближайшие сутки, ожидать не приходится"", - считает вице-губернатор.",test,clean_identity,clean_identity,lenta_news,True,False
115,"""Президент и его ""семья"" сегодня оказались в изоляции.","""Президент и его ""семья"" сегодня оказались в изоляции.",test,clean_identity,clean_identity,lenta_news,True,False
116,"""С высочайшейстепенью вероятности это можно назвать диверсией, терактом"" - заявил вчера поздно вечером Юрий Лужков после очередного оперативного совещания на месте трагедии.","""С высочайшейстепенью вероятности это можно назвать диверсией, терактом"" - заявил вчера поздно вечером Юрий Лужков после очередного оперативного совещания на месте трагедии.",test,clean_identity,clean_identity,lenta_news,True,False
117,"""Сейчас мы избавляемся от ресторанов, которые не приносят доход"", - подчеркнул Эрл.","""Сейчас мы избавляемся от ресторанов, которые не приносят доход"", - подчеркнул Эрл.",test,clean_identity,clean_identity,lenta_news,True,False
118,"""Следует проводить взвешенную кадровую политику, - подчеркнул Токаев.","""Следует проводить взвешенную кадровую политику, - подчеркнул Токаев.",test,clean_identity,clean_identity,lenta_news,True,False
119,"""Сокрытие этих преступлений недопустимо"", - указывает МИД РФ.","""Сокрытие этих преступлений недопустимо"", - указывает МИД РФ.",test,clean_identity,clean_identity,lenta_news,True,False
120,"""Считаем, что утаивания преступления в Угляре должно статьпредметом детального обсуждения на предстоящем заседании СБ ООН"",- подчеркивает МИД РФ.","""Считаем, что утаивания преступления в Угляре должно статьпредметом детального обсуждения на предстоящем заседании СБ ООН"",- подчеркивает МИД РФ.",test,clean_identity,clean_identity,lenta_news,True,False
121,"""Тогда и выяснится, не оказались ли Швейцария и США двумя берегами одного гигантского дела по отмывки денег"", заканчивает свою публикацию газета.","""Тогда и выяснится, не оказались ли Швейцария и США двумя берегами одного гигантского дела по отмывки денег"", заканчивает свою публикацию газета.",test,clean_identity,clean_identity,lenta_news,True,False
122,"""Тогда станет ясно - это человек с таким крепким характером, который не позволит ему ни на шаг отступиться от тех принципов, которым он долгое время следовал"", - отметил Путин.","""Тогда станет ясно - это человек с таким крепким характером, который не позволит ему ни на шаг отступиться от тех принципов, которым он долгое время следовал"", - отметил Путин.",test,clean_identity,clean_identity,lenta_news,True,False
123,"""Частьвоеннослужащих, направленных в Дагестан, подали свои рапортыпод давлением со стороны командования"", - отмечается в запросе.","""Частьвоеннослужащих, направленных в Дагестан, подали свои рапортыпод давлением со стороны командования"", - отмечается в запросе.",test,clean_identity,clean_identity,lenta_news,True,False
124,"""Чтобы вести дела в России, нужно быть готовым к преодолению трудностей"", - признает Бити.","""Чтобы вести дела в России, нужно быть готовым к преодолению трудностей"", - признает Бити.",test,clean_identity,clean_identity,lenta_news,True,False
125,"""Это открытие дает новую точку опоры для развития электроники, - заявил Ла Клэр корреспонденту журнала.","""Это открытие дает новую точку опоры для развития электроники, - заявил Ла Клэр корреспонденту журнала.",test,clean_identity,clean_identity,lenta_news,True,False
126,"""Это чисто информационный коммерческий проект"", - заверил г-н Гуревич.","""Это чисто информационный коммерческий проект"", - заверил г-н Гуревич.",test,clean_identity,clean_identity,lenta_news,True,False
127,"""Это явилось бы оскорблением длявосточнотиморского народа, и я об этом сказал президенту СШАБиллу Клинтону"", - сообщил сегодня Рамуш-Орта.","""Это явилось бы оскорблением длявосточнотиморского народа, и я об этом сказал президенту СШАБиллу Клинтону"", - сообщил сегодня Рамуш-Орта.",test,clean_identity,clean_identity,lenta_news,True,False
128,"- Раненые тут жевертолетом были доставлены в полевой госпиталь бундесвера в Призрене"".","- Раненые тут жевертолетом были доставлены в полевой госпиталь бундесвера в Призрене"".",test,clean_identity,clean_identity,lenta_news,True,False
129,"1 100 туристов вынужденно дрейфуют в Мексиканском заливе Вынужденным дрейфом в Мексиканском заливе обернулась для 1,1 тысяч американских туристов морская прогулка в Мексику на круизном судне Tropicale.","1 100 туристов вынужденно дрейфуют в Мексиканском заливе Вынужденным дрейфом в Мексиканском заливе обернулась для 1,1 тысяч американских туристов морская прогулка в Мексику на круизном судне Tropicale.",test,clean_identity,clean_identity,lenta_news,True,False
