matrix_key,orfogrammka_id,title,rule_id,status,training_eligibility_decision,reason,risk_level,requires,current_candidate_path,current_synthetic_support,current_validator_support,current_candidate_recall,current_f1,needs_before_training
orthography_1_3_6_9,1.3.6.9,Двойные согласные в русских корнях,double_consonant_candidate,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_1_1_2_9,3.1.1.2.9,Сочетания с префиксом «пол-»,pol_polu_compounds,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""dictionary"", ""model"", ""morphology""]",True,True,False,1.0,0.0,"[""threshold_calibration""]"
orthography_3_4_2_1,3.4.2.1,Местоименные слова с приставкой «кое- (кой-)»,hyphen_koe_koy,candidate_only,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,low,"[""model""]",True,True,False,1.0,0.8190476190476191,"[""none""]"
orthography_3_4_2_2,3.4.2.2,"Местоименные слова с постфиксами «-либо, -нибудь, -то»",hyphen_particles,candidate_only,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,low,"[""model""]",True,True,False,1.0,0.761904761904762,"[""none""]"
orthography_3_5_3_2,3.5.3.2,"Наречия с приставкой «по-», оканчивающиеся на «-ому, -ему, -ски, -цки, -ьи»",hyphen_po_adverbs,candidate_only,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_6_1_1,3.6.1.1,Предлоги из предложно-падежных сочетаний,context_vsledstvie,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_6_1_1,3.6.1.1,Предлоги из предложно-падежных сочетаний,context_nesmotrya,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_6_1_3,3.6.1.3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",context_tak_zhe,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_6_1_3,3.6.1.3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",context_to_zhe,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_6_1_3,3.6.1.3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",context_chto_by,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_6_3_2,3.6.3.2,"Раздельное написание союзов, частиц, вводных слов",context_za_to,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_3_7_1_4_1,3.7.1.4.1,Замена слова с «не» на близкое по значению слово без «не»,ne_adjective,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""morphology"", ""syntax""]",True,True,False,1.0,0.0,"[""threshold_calibration""]"
orthography_3_7_1_4_1,3.7.1.4.1,Замена слова с «не» на близкое по значению слово без «не»,ne_adverb,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""morphology"", ""syntax""]",True,True,False,1.0,0.0,"[""threshold_calibration""]"
orthography_3_7_2_1,3.7.2.1,Написание со всеми формами глаголов (кроме полных причастий),ne_verb,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""morphology"", ""syntax""]",True,True,False,1.0,0.0,"[""threshold_calibration""]"
orthography_3_7_2_11,3.7.2.11,Раздельное написание с полными формами причастий,ne_participle,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""morphology"", ""syntax""]",True,True,False,1.0,0.0,"[""threshold_calibration""]"
orthography_3_11,3.11,Написание согласно словарю,hyphen_whitelist,candidate_only,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,medium,"[""dictionary"", ""model""]",True,True,False,1.0,1.0,"[""none""]"
orthography_4_12,4.12,Прописные буквы после знаков препинания,capitalization_sentence_start,candidate_only,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model""]",True,True,True,1.0,0.4,"[""validator"", ""hard_negatives""]"
orthography_5_1_1,5.1.1,Аббревиатуры инициального типа,abbreviation_case_protection,candidate_only,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,False,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_7_1,7.1,"Пропуск, вставка, изменение или перестановка буквы",swapped_letters_candidate,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_7_1,7.1,"Пропуск, вставка, изменение или перестановка буквы",missing_letter_candidate,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_7_1,7.1,"Пропуск, вставка, изменение или перестановка буквы",extra_letter_candidate,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_7_3,7.3,Некорректная буква,keyboard_typo_candidate,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,False,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_8_1,8.1,Орфографические ошибки в словарных словах,dictionary_fuzzy,partial,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""dictionary"", ""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
orthography_8_1,8.1,Орфографические ошибки в словарных словах,frequent_error_exact,partial,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""dictionary"", ""model""]",True,True,True,1.0,0.0,"[""threshold_calibration""]"
punctuation_1_1,1.1,Знаки препинания в конце предложения,final_punctuation_default,implemented,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model""]",True,True,True,1.0,0.5227272727272727,"[""validator"", ""hard_negatives""]"
punctuation_2_1_2,2.1.2,"Тире перед словами «вот», «это»",subject_predicate_dash,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,medium,"[""model"", ""syntax""]",True,True,False,1.0,0.7816091954022989,"[""none""]"
punctuation_2_3,2.3,Тире в функции соединения,consequence_dash,model_required,INCLUDE_AFTER_TRAINING,candidate path verified by probe; rule needs training/eval coverage before production activation,medium,"[""model"", ""syntax""]",True,True,False,1.0,0.0,"[""more_training""]"
punctuation_2_3,2.3,Тире в функции соединения,asyndetic_dash,model_required,INCLUDE_AFTER_TRAINING,candidate path verified by probe; rule needs training/eval coverage before production activation,medium,"[""model"", ""syntax""]",True,True,False,1.0,0.0,"[""more_training""]"
punctuation_4_2,4.2,"Запятые при однородных членах предложения, соединенных повторяющимися союзами",homogeneous_comma,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,0.99009900990099,"[""none""]"
punctuation_4_7,4.7,"Двоеточие после обобщающего слова, предшествующего ряду однородных членов",enumeration_colon,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""threshold_calibration""]"
punctuation_5_4_1,5.4.1,Обособление деепричастного оборота,detached_adverbial_comma,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,1.0,"[""none""]"
punctuation_5_8_1,5.8.1,"Обороты со сравнительными союзами, кроме «как», или частицами",comparative_turnover_comma,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,1.0,"[""none""]"
punctuation_6_1_1,6.1.1,Запятые при вводных словах,introductory_comma,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,0.979591836734694,"[""none""]"
punctuation_6_2_1,6.2.1,Обращение в составе предложения,address_comma,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,1.0,"[""none""]"
punctuation_7_1_1,7.1.1,Запятая между частями сложносочинённого предложения,comma_conjunction,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,0.924731182795699,"[""none""]"
punctuation_7_1_2,7.1.2,Точка с запятой между частями сложносочинённого предложения,semicolon,model_required,INCLUDE_AFTER_TRAINING,candidate path verified by probe; rule needs training/eval coverage before production activation,medium,"[""model"", ""syntax""]",True,True,False,1.0,0.0,"[""more_training""]"
punctuation_7_2_1,7.2.1,Постановка запятой между частями сложноподчинённого предложения,comma_subordinate,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,high,"[""model"", ""syntax""]",True,True,False,1.0,1.0,"[""none""]"
punctuation_8_1_1,8.1.1,Прямая речь после слов автора,direct_speech_colon,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""syntax""]",True,True,False,1.0,0.0,"[""threshold_calibration""]"
punctuation_8_1_1,8.1.1,Прямая речь после слов автора,direct_speech_quotes,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""threshold_calibration""]"
punctuation_8_1_2,8.1.2,Прямая речь перед словами автора,direct_speech_dash,model_required,INCLUDE_NOW,candidate path and matrix safety gates are ready for dataset inclusion,medium,"[""model"", ""syntax""]",True,True,False,1.0,1.0,"[""none""]"
punctuation_9_5,9.5,Разные знаки со скобками,bracket_pair_balance,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
punctuation_9_6,9.6,Разные знаки с кавычками,quote_pair_balance,model_required,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
punctuation_10_1,10.1,"Два двоеточия, двоеточие и тире",explanation_colon,model_required,INCLUDE_AFTER_THRESHOLD_CALIBRATION,candidate path verified; current blocker is threshold calibration,medium,"[""model"", ""syntax""]",True,True,True,1.0,0.0,"[""threshold_calibration""]"
punctuation_11_6,11.6,Лишние знаки препинания,punctuation_delete_replace,candidate_only,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,high,"[""model""]",True,True,True,1.0,0.0,"[""validator"", ""hard_negatives""]"
