matrix_key,title,rule_id,syntax_family,candidate_path,synthetic_support,hard_negative_support,candidate_recall,training_eligible_now,decision,reason,source_section,status,entry_type,coverage_bucket,excluded_from_denominator
orthography_3_6_1_4,Слитное написание междометий и звукоподражаний,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_6_2_3,Слитное написание междометий и звукоподражаний,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_6_2_4,Написание междометий и звукоподражаний через дефис,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_1_3,Приставки «недо-» и «небез- (небес-)»,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_2,Непринадлежность к разряду лиц или явлений в сочетаниях с «не»,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_3,Определение или предлог перед существительным с «не»,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_2,Написание с числительными и счётными существительными,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_3,Написание с местоименными словами,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_4,Написание со всегда краткими прилагательными,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_5,Написание с наречиями и неизменяемыми словами в роли сказуемого,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_6,"Написание с любыми словами, пишущимися через дефис",,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_4_1_1,"Личные имена, отчества, фамилии, псевдонимы, прозвища",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_1,Географические и административно-территориальные названия,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_4,Названия стран света,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_5,"Однословные производные названия территорий, областей, местностей",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_6,Неофициальные устойчивые названия государств и городов,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_7,"Названия железнодорожных станций, вокзалов, аэропортов",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_6_1,Официальные составные названия,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_6_3,Высшие представительные учреждения зарубежных стран,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_7_1,"Прописная буква в названиях документов, государственных законов, архитектурных памятников, предметов и произведений искусства",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_8,"Названия должностей, званий, титулов",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_9,"Названия орденов, медалей, наград, знаков отличия",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_11_2,"Местоимения «Вы», «Ваш»",,grammatical_endings_context,False,False,False,,False,BLOCK_NEEDS_SYNTAX,unsafe,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_7_9,Пропуск точки после инициала,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
punctuation_5_7_1,Неразложимые сочетания с подчинительными союзами и союзными словами,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_2,Неразложимые сочетания с частицами,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_3,Выражения с глаголом «хотеть»,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_4,Неразложимые сочетания с местоименными и наречными словами,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_5,Неразложимые сочетания с союзом «чем»,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_6,"Неразложимые сочетания «не кто иной, как» и «не что иное, как»",,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_7,Запятая внутри выражений,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_8,Сочетания типа «кто ни на есть»,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_9,Союз «что» в выражении «только и…что»,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_7_10,Тире в цельных по смыслу сочетаниях,,punctuation_combinations,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_8_7,Сравнительный оборот с «как»,,comparative_turnovers,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_5_8_10,Устойчивые сочетания с союзом «как»,,comparative_turnovers,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,punctuation,syntax_required,leaf_rule,syntax_surface,False
punctuation_9_7,Оформление сноски,,punctuation_combinations,False,False,False,,False,BLOCK_METADATA_ONLY,no_candidate_path,punctuation,syntax_required,leaf_rule,syntax_surface,True
