matrix_key,title,rule_id,syntax_family,candidate_path,synthetic_support,hard_negative_support,candidate_recall,training_eligible_now,decision,reason,source_section,status,entry_type,coverage_bucket,excluded_from_denominator
orthography_3_5_3_1,Дефисное написание наречий,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_5_4,Написание отрицательных наречий,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_5_4,Написание отрицательных наречий,ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_1,Предлоги из предложно-падежных сочетаний,context_vsledstvie,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_1,Предлоги из предложно-падежных сочетаний,context_nesmotrya,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_2,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,context_chto_by,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_2,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,context_za_to,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_2,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,context_vsledstvie,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_2,Союзы и частицы из сочетаний предлогов и союзов с местоименными словами,context_nesmotrya,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",context_tak_zhe,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",context_to_zhe,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_3,"Союзы и частицы «дабы, кабы, также, тоже, чтобы (чтоб)»",context_chto_by,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_1_4,Слитное написание междометий и звукоподражаний,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_6_2_3,Слитное написание междометий и звукоподражаний,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_6_2_4,Написание междометий и звукоподражаний через дефис,,context_pairs,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_6_3_2,"Раздельное написание союзов, частиц, вводных слов",context_za_to,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_4_1,Дефисное написание сочетаний с частицами,context_tak_zhe,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_4_1,Дефисное написание сочетаний с частицами,context_to_zhe,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_4_1,Дефисное написание сочетаний с частицами,context_chto_by,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_4_2,Раздельное написание сочетаний с частицами,context_tak_zhe,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_4_2,Раздельное написание сочетаний с частицами,context_to_zhe,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_6_4_2,Раздельное написание сочетаний с частицами,context_chto_by,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_3,Приставки «недо-» и «небез- (небес-)»,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_1,Замена слова с «не» на близкое по значению слово без «не»,ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_1,Замена слова с «не» на близкое по значению слово без «не»,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_2,Непринадлежность к разряду лиц или явлений в сочетаниях с «не»,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_3,Определение или предлог перед существительным с «не»,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_5,Слитное написание с полными формами причастий,ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_1,Написание со всеми формами глаголов (кроме полных причастий),ne_verb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_2,Написание с числительными и счётными существительными,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_3,Написание с местоименными словами,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_4,Написание со всегда краткими прилагательными,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_5,Написание с наречиями и неизменяемыми словами в роли сказуемого,,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_SYNTAX,needs_semantic_model,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_6,"Написание с любыми словами, пишущимися через дефис",,ne_with_parts_of_speech,False,False,False,,False,BLOCK_NEEDS_DICTIONARY,needs_dictionary,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ni_particle_context,ni_context,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",ni_particle_context,ni_context,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_11,Раздельное написание с полными формами причастий,ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_4_1_1,"Личные имена, отчества, фамилии, псевдонимы, прозвища",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_1,Географические и административно-территориальные названия,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_4,Названия стран света,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_5,"Однословные производные названия территорий, областей, местностей",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_6,Неофициальные устойчивые названия государств и городов,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_2_7,"Названия железнодорожных станций, вокзалов, аэропортов",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_6_1,Официальные составные названия,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_6_3,Высшие представительные учреждения зарубежных стран,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_7_1,"Прописная буква в названиях документов, государственных законов, архитектурных памятников, предметов и произведений искусства",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_8,"Названия должностей, званий, титулов",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_9,"Названия орденов, медалей, наград, знаков отличия",,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
orthography_4_11_2,"Местоимения «Вы», «Ваш»",,grammatical_endings_context,False,False,False,,False,BLOCK_NEEDS_SYNTAX,unsafe,orthography,syntax_required,leaf_rule,syntax_surface,False
orthography_7_9,Пропуск точки после инициала,,,False,False,False,,False,BLOCK_NEEDS_NER,needs_NER,orthography,ner_required,leaf_rule,syntax_plus_NER,True
punctuation_1_3_5,Непонятная точка,punctuation_delete_replace,punctuation_combinations,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,candidate_only,leaf_rule,syntax_surface,False
punctuation_1_4,Запятая между подлежащим и сказуемым,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_1_5,Лишняя запятая в управлении,punctuation_delete_replace,punctuation_combinations,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,candidate_only,leaf_rule,syntax_surface,False
punctuation_2_1_1,Тире при подлежащем и сказуемом в именительном падеже,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_2,"Тире перед словами «вот», «это»",subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_NOW,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_3,Подлежащее и/или сказуемое выражены инфинитивом,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_4,Сказуемое выражено числительным,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_5,Тире при фразеологическом обороте,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_6,Тире при личном или указательном местоимении,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_7,Отсутствие тире при вопросительном местоимении,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_8,Тире при существительном с отрицанием,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_9,Тире перед прилагательным или причастием,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_10,Тире перед оборотом со сравнительными частицами,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_11,"Отсутствие тире при вводном слове, обстоятельстве или дополнении, союзе или частице",subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_2,Тире в неполном предложении,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_3,Тире в функции соединения,consequence_dash,asyndetic_complex_sentence,True,True,True,1.0,True,INCLUDE_AFTER_TRAINING,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_3,Тире в функции соединения,asyndetic_dash,asyndetic_complex_sentence,True,True,True,1.0,True,INCLUDE_AFTER_TRAINING,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_1,"Запятые при однородных членах предложения, не соединенных союзами",homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_1,"Запятые при однородных членах предложения, не соединенных союзами",enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
