matrix_key,title,rule_id,syntax_family,candidate_path,synthetic_support,hard_negative_support,candidate_recall,training_eligible_now,decision,reason,source_section,status,entry_type,coverage_bucket,excluded_from_denominator
orthography_3_6_4_2,Раздельное написание сочетаний с частицами,context_chto_by,context_pairs,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_1,Замена слова с «не» на близкое по значению слово без «не»,ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_1,Замена слова с «не» на близкое по значению слово без «не»,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_4,"Наличие слов типа «очень», «крайне», «весьма»",ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_4_5,Наличие уточняющих наречий,ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_1_5,Слитное написание с полными формами причастий,ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_1,Написание со всеми формами глаголов (кроме полных причастий),ne_verb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_8,Конструкции с противопоставлением,ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_adjective,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_short_form,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_9,"Конструкции, усиливающие отрицание",ni_particle_context,ni_context,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",ne_adverb,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",ne_predicative,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_10,"Сочетания «едва ли не…, чуть ли не…, разве не…, не далее как…, не позже чем…, не раньше чем…»",ni_particle_context,ni_context,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
orthography_3_7_2_11,Раздельное написание с полными формами причастий,ne_participle,ne_with_parts_of_speech,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,orthography,model_required,leaf_rule,syntax_surface,False
punctuation_1_3_5,Непонятная точка,punctuation_delete_replace,punctuation_combinations,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,candidate_only,leaf_rule,syntax_surface,False
punctuation_1_4,Запятая между подлежащим и сказуемым,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_1_5,Лишняя запятая в управлении,punctuation_delete_replace,punctuation_combinations,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,candidate_only,leaf_rule,syntax_surface,False
punctuation_2_1_1,Тире при подлежащем и сказуемом в именительном падеже,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_2,"Тире перед словами «вот», «это»",subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_NOW,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_3,Подлежащее и/или сказуемое выражены инфинитивом,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_4,Сказуемое выражено числительным,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_5,Тире при фразеологическом обороте,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_6,Тире при личном или указательном местоимении,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_7,Отсутствие тире при вопросительном местоимении,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_8,Тире при существительном с отрицанием,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_9,Тире перед прилагательным или причастием,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_10,Тире перед оборотом со сравнительными частицами,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_1_11,"Отсутствие тире при вводном слове, обстоятельстве или дополнении, союзе или частице",subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_2,Тире в неполном предложении,subject_predicate_dash,subject_predicate_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_3,Тире в функции соединения,consequence_dash,asyndetic_complex_sentence,True,True,True,1.0,True,INCLUDE_AFTER_TRAINING,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_2_3,Тире в функции соединения,asyndetic_dash,asyndetic_complex_sentence,True,True,True,1.0,True,INCLUDE_AFTER_TRAINING,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_1,"Запятые при однородных членах предложения, не соединенных союзами",homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_1,"Запятые при однородных членах предложения, не соединенных союзами",enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_2,"Запятые при однородных членах предложения, соединенных повторяющимися союзами",homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_NOW,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_3,"Однородные члены предложения, соединенные противительными союзами",comma_conjunction,coordinating_conjunction_comma,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_4,"Однородные члены предложения, соединенные одиночными союзами",homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_4,"Однородные члены предложения, соединенные одиночными союзами",enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_5,Запятая при составных союзах,homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_5,Запятая при составных союзах,enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_7,"Двоеточие после обобщающего слова, предшествующего ряду однородных членов",enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_8,"Тире перед обобщающим словом, стоящим после однородных членов",enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_8,"Тире перед обобщающим словом, стоящим после однородных членов",enumeration_dash,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_10,Запятая при однородных и неоднородных определениях,homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_10,Запятая при однородных и неоднородных определениях,enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_11,Запятая при сочетании определения-прилагательного с причастным оборотом,homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_11,Запятая при сочетании определения-прилагательного с причастным оборотом,enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_14,Знаки препинания при повторяющихся членах предложения,homogeneous_comma,homogeneous_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_4_14,Знаки препинания при повторяющихся членах предложения,enumeration_colon,enumeration_colon_dash,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_1_1_1,Оборот после определяемого существительного,detached_participial_comma,detached_participial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_1_1_2,Оборот перед определяемым существительным,detached_participial_comma,detached_participial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_1_2,Определительный оборот при личном местоимении,detached_participial_comma,detached_participial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_1_3,Нераспространенное согласованное определение,detached_participial_comma,detached_participial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_3,Знаки препинания при приложениях,apposition_comma,detached_applications,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_1,Обособление деепричастного оборота,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_NOW,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_2,Ограничительные частицы перед деепричастным оборотом,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_3,Обособленное одиночное деепричастие,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_5,Обстоятельственные члены предложения с производными предлогами и предложными сочетаниями,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_6,"Деепричастие, утратившее глагольное значение",detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_7,Деепричастие в составе устойчивого оборота,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_8,Деепричастие с зависимым словом «который»,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_9,Необособленное одиночное деепричастие,detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_4_10,"Обстоятельство, выраженное наречием",detached_adverbial_comma,detached_adverbial_phrases,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_5,Знаки препинания при ограничительно-выделительных оборотах,clarification_comma,clarification_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_6_2,Пояснительные члены предложения,clarification_comma,clarification_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_6_3,Присоединительные члены предложения,clarification_comma,clarification_members,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_8_1,"Обороты со сравнительными союзами, кроме «как», или частицами",comparative_turnover_comma,comparative_turnovers,True,True,True,1.0,True,INCLUDE_NOW,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_8_3,Указательное слово в основной части предложения,comparative_turnover_comma,comparative_turnovers,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_8_5,Оборот типа «как и»,comparative_turnover_comma,comparative_turnovers,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_8_6,Оборот в составе сказуемого,comparative_turnover_comma,comparative_turnovers,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
punctuation_5_8_11,Частица или наречие перед союзом в сравнительном обороте,comparative_turnover_comma,comparative_turnovers,True,True,True,1.0,True,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified,punctuation,model_required,leaf_rule,syntax_surface,False
