rule_id,group,gold_count,candidate_present_count,candidate_recall,missing_count,missing_examples
missing_hard_sign,hard_soft_signs,663,663,1.0,0,[]
missing_letter_candidate,typos_letter_operations,829,829,1.0,0,[]
n_nn_adjective,n_nn_suffixes,782,782,1.0,0,[]
n_nn_deverbal_adjective,n_nn_suffixes,130,130,1.0,0,[]
n_nn_participle,n_nn_suffixes,546,546,1.0,0,[]
n_nn_short_form,n_nn_suffixes,201,201,1.0,0,[]
ne_adjective,solid_hyphen_separate_ne,889,889,1.0,0,[]
ne_adverb,solid_hyphen_separate_ne,355,355,1.0,0,[]
ne_participle,solid_hyphen_separate_ne,356,356,1.0,0,[]
ne_verb,ne_ni_particles,1600,1600,1.0,0,[]
pattern_жо_же,letter_basic_hissing_vowel_patterns,181,181,1.0,0,[]
pattern_жы_жи,letter_basic_hissing_vowel_patterns,378,378,1.0,0,[]
pattern_цы_ци,letter_basic_hissing_vowel_patterns,919,919,1.0,0,[]
pattern_чо_че,letter_basic_hissing_vowel_patterns,197,197,1.0,0,[]
pattern_чю_чу,letter_basic_hissing_vowel_patterns,162,162,1.0,0,[]
pattern_чя_ча,letter_basic_hissing_vowel_patterns,542,542,1.0,0,[]
pattern_шо_ше,letter_basic_hissing_vowel_patterns,519,519,1.0,0,[]
pattern_шы_ши,letter_basic_hissing_vowel_patterns,663,663,1.0,0,[]
pattern_що_ще,letter_basic_hissing_vowel_patterns,98,98,1.0,0,[]
pattern_щю_щу,letter_basic_hissing_vowel_patterns,192,192,1.0,0,[]
pattern_щя_ща,letter_basic_hissing_vowel_patterns,144,144,1.0,0,[]
pol_polu_compounds,solid_hyphen_separate_general,1000,1000,1.0,0,[]
prefix_pre_pri,prefix_vowels,829,829,1.0,0,[]
prefix_s_to_z,consonants_prefix_z_s,458,458,1.0,0,[]
prefix_z_to_s,consonants_prefix_z_s,701,701,1.0,0,[]
sdelat_prefix,consonants_prefix_z_s,168,168,1.0,0,[]
soft_to_hard_sign,hard_soft_signs,664,664,1.0,0,[]
subject_predicate_dash,dash_subject_predicate,1400,1400,1.0,0,[]
swapped_letters_candidate,typos_letter_operations,829,829,1.0,0,[]
tsya_soft_delete,soft_sign_grammatical_forms,663,663,1.0,0,[]
tsya_soft_insert,soft_sign_grammatical_forms,332,332,1.0,0,[]
unknown,unknown,1500,0,0.0,1500,"[{""source"": ""хойесверда"", ""target"": ""хойерсверда"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 10, ""source_fragment"": ""хойесверда"", ""replacement"": ""хойерсверда""}, {""source"": ""остануться"", ""target"": ""останутся"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 10, ""source_fragment"": ""остануться"", ""replacement"": ""останутся""}, {""source"": ""бошку"", ""target"": ""башку"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 5, ""source_fragment"": ""бошку"", ""replacement"": ""башку""}, {""source"": ""рамилла"", ""target"": ""камилла"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 7, ""source_fragment"": ""рамилла"", ""replacement"": ""камилла""}, {""source"": ""недлею"", ""target"": ""неделю"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 6, ""source_fragment"": ""недлею"", ""replacement"": ""неделю""}, {""source"": ""сегодя"", ""target"": ""сегодня"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 6, ""source_fragment"": ""сегодя"", ""replacement"": ""сегодня""}, {""source"": ""утаату"", ""target"": ""утрату"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 6, ""source_fragment"": ""утаату"", ""replacement"": ""утрату""}, {""source"": ""обьективно"", ""target"": ""объективно"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 10, ""source_fragment"": ""обьективно"", ""replacement"": ""объективно""}, {""source"": ""акхит"", ""target"": ""архит"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 5, ""source_fragment"": ""акхит"", ""replacement"": ""архит""}, {""source"": ""поэтмоу"", ""target"": ""поэтому"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 7, ""source_fragment"": ""поэтмоу"", ""replacement"": ""поэтому""}, {""source"": ""недоделаные"", ""target"": ""недоделанные"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 11, ""source_fragment"": ""недоделаные"", ""replacement"": ""недоделанные""}, {""source"": ""холодко"", ""target"": ""холодно"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 7, ""source_fragment"": ""холодко"", ""replacement"": ""холодно""}, {""source"": ""напсиать"", ""target"": ""написать"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 8, ""source_fragment"": ""напсиать"", ""replacement"": ""написать""}, {""source"": ""естесственно"", ""target"": ""естественно"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 12, ""source_fragment"": ""естесственно"", ""replacement"": ""естественно""}, {""source"": ""поелетим"", ""target"": ""полетим"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 8, ""source_fragment"": ""поелетим"", ""replacement"": ""полетим""}, {""source"": ""програмка"", ""target"": ""программка"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 9, ""source_fragment"": ""програмка"", ""replacement"": ""программка""}, {""source"": ""возращаеться"", ""target"": ""возвращается"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 12, ""source_fragment"": ""возращаеться"", ""replacement"": ""возвращается""}, {""source"": ""янусовое"", ""target"": ""янусовне"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 8, ""source_fragment"": ""янусовое"", ""replacement"": ""янусовне""}, {""source"": ""киррил"", ""target"": ""кирилл"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 6, ""source_fragment"": ""киррил"", ""replacement"": ""кирилл""}, {""source"": ""движениие"", ""target"": ""движение"", ""edit_type"": ""spelling_replace"", ""start"": 0, ""end"": 9, ""source_fragment"": ""движениие"", ""replacement"": ""движение""}]"
