rule_id,matrix_group,status,candidate_path_exists,synthetic_support,hard_negative_support,validator_support,candidate_recall,current_f1,activation_decision,reason
cy_exception,letter_basic_hissing_vowel_patterns,NEEDS_MORE_TRAINING,True,False,False,True,1.0,0.2456140350877192,EXCLUDE,model metrics not ready
dictionary_fuzzy,unstressed_root_vowels,NEEDS_VALIDATOR,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_VALIDATOR
direct_speech_colon,direct_speech_quotes,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
direct_speech_quotes,direct_speech_quotes,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
double_consonant_candidate,consonants_double,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
enumeration_colon,homogeneous_generalizing_word,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
explanation_colon,complex_sentence_asyndetic,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
extra_letter_candidate,typos_letter_operations,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
final_punctuation_default,sentence_final_default_dot,NEEDS_VALIDATOR,True,False,False,False,1.0,0.5227272727272727,EXCLUDE,blocked by NEEDS_VALIDATOR
frequent_error_exact,typical_dictionary_words,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
hyphen_po_adverbs,solid_hyphen_separate_pronouns_adverbs_particles,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
hyphen_whitelist,solid_hyphen_separate_pronouns_adverbs_particles,READY_NEXT_DATASET,True,False,False,True,1.0,1.0,EXCLUDE,"under quota; Matrix READY_NEXT_DATASET but eval_count=1, KEEP_UNDER_QUOTA"
keyboard_typo_candidate,typos_letter_operations,NEEDS_VALIDATOR,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_VALIDATOR
missing_hard_sign,hard_soft_signs,NEEDS_THRESHOLD,True,True,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
missing_letter_candidate,typos_letter_operations,NEEDS_THRESHOLD,True,False,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
n_nn_adjective,n_nn_suffixes,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
n_nn_deverbal_adjective,n_nn_suffixes,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
n_nn_participle,n_nn_suffixes,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
n_nn_short_form,n_nn_suffixes,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
ne_adjective,solid_hyphen_separate_ne,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
ne_adverb,solid_hyphen_separate_ne,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
ne_participle,solid_hyphen_separate_ne,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
ne_verb,ne_ni_particles,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
ni_stable_expression,ne_ni_particles,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_жо_же,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_жы_жи,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_цы_ци,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_чо_че,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_чю_чу,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_чя_ча,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_шо_ше,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_шы_ши,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_що_ще,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_щю_щу,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pattern_щя_ща,letter_basic_hissing_vowel_patterns,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
pol_polu_compounds,solid_hyphen_separate_general,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
prefix_pre_pri,prefix_vowels,NEEDS_THRESHOLD,True,True,False,False,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
prefix_s_to_z,consonants_prefix_z_s,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
prefix_z_to_s,consonants_prefix_z_s,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
punctuation_delete_replace,punctuation_combinations,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
quote_close,quotes_brackets,NEEDS_RULE_IMPLEMENTATION,False,False,False,True,0.0,0.0,EXCLUDE,blocked by NEEDS_CANDIDATE_GENERATOR
quote_open,quotes_brackets,NEEDS_RULE_IMPLEMENTATION,False,False,False,True,0.0,0.0,EXCLUDE,blocked by NEEDS_CANDIDATE_GENERATOR
quote_pair_balance,quotes_brackets,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
sdelat_prefix,consonants_prefix_z_s,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
semicolon,complex_sentence_compound,NEEDS_RULE_IMPLEMENTATION,False,False,False,True,0.0,0.0,EXCLUDE,blocked by NEEDS_SYNTAX_FEATURES
soft_to_hard_sign,hard_soft_signs,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
swapped_letters_candidate,typos_letter_operations,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
tsya_soft_delete,soft_sign_grammatical_forms,NEEDS_THRESHOLD,True,True,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
tsya_soft_insert,soft_sign_grammatical_forms,NEEDS_THRESHOLD,True,False,False,True,1.0,0.0,EXCLUDE,blocked by NEEDS_THRESHOLD_CALIBRATION
yo_e_candidate,letter_vowels_not_after_hissing_c,NEEDS_RULE_IMPLEMENTATION,False,False,False,True,0.0,0.0,EXCLUDE,blocked by NEEDS_CANDIDATE_GENERATOR
address_comma,addresses_interjections_particles,READY_NEXT_DATASET,True,False,False,True,1.0,1.0,INCLUDE,passes matrix gates
comma_conjunction,homogeneous_commas,READY_NEXT_DATASET,True,False,False,True,1.0,0.924731182795699,INCLUDE,passes matrix gates
comma_subordinate,complex_sentence_subordinate,READY_NEXT_DATASET,True,False,False,True,1.0,1.0,INCLUDE,passes matrix gates
comparative_turnover_comma,comparative_turnovers,READY_NEXT_DATASET,True,False,False,True,1.0,1.0,INCLUDE,passes matrix gates
detached_adverbial_comma,detached_adverbials,READY_NEXT_DATASET,True,False,False,True,1.0,1.0,INCLUDE,passes matrix gates
direct_speech_dash,direct_speech_quotes,READY_NEXT_DATASET,True,False,False,True,1.0,1.0,INCLUDE,passes matrix gates
homogeneous_comma,homogeneous_commas,READY_NEXT_DATASET,True,False,False,True,1.0,0.99009900990099,INCLUDE,passes matrix gates
hyphen_koe_koy,solid_hyphen_separate_pronouns_adverbs_particles,READY_NEXT_DATASET,True,False,False,True,1.0,0.8190476190476191,INCLUDE,passes matrix gates
hyphen_particles,solid_hyphen_separate_pronouns_adverbs_particles,READY_NEXT_DATASET,True,False,False,True,1.0,0.761904761904762,INCLUDE,passes matrix gates
introductory_comma,introductory_words,READY_NEXT_DATASET,True,False,False,True,1.0,0.979591836734694,INCLUDE,passes matrix gates
subject_predicate_dash,dash_subject_predicate,READY_NEXT_DATASET,True,False,False,True,1.0,0.7816091954022989,INCLUDE,passes matrix gates
