rule_id,source,target,prediction,edit,reason,confidence
keyboard_typo_candidate,"Лондонская газета ""Дейли телеграф"" называет нынешний их этап ""самым важным делом международного законодательства со времен Нюрнбергского процесса над нацистами"".","Лондонская газета ""Дейли телеграф"" называет нынешний их этап ""самым важным делом международного законодательства со времен Нюрнбергского процесса над нацистами"".","Лондонская газета ""Лейли телеграф"" называет нынешний их этап ""самым важным делом международного законодательства со времен Нюрнбергского процесса над нацистами"".",spelling_replace@19:24: 'Дейли' -> 'Лейли',trusted bounded candidate,0.97607421875
keyboard_typo_candidate,"Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.","Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.","Кроме того, по словам Волокитина, Ростелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.",spelling_replace@34:44: 'Гостелеком' -> 'Ростелеком',trusted bounded candidate,0.97802734375
capitalization_sentence_start,"Daewoo Motor Co. распродает производство автомобилей Автомобили - единственный род продукции, который продолжает производиться под именем Daewoo после неданего банкротства компании.","Daewoo Motor Co. распродает производство автомобилей Автомобили - единственный род продукции, который продолжает производиться под именем Daewoo после неданего банкротства компании.","Daewoo Motor Co. Распродает производство автомобилей Автомобили - единственный род продукции, который продолжает производиться под именем Daewoo после неданего банкротства компании.",case_change@17:27: 'распродает' -> 'Распродает',trusted bounded candidate,0.99169921875
dictionary_fuzzy,Приговор будет повторно рассматриваться аппеляционным судом в октябре.,Приговор будет повторно рассматриваться аппеляционным судом в октябре.,Приговор будет повторно рассматриваться апелляционными судом в октябре.,spelling_replace@40:53: 'аппеляционным' -> 'апелляционными',trusted bounded candidate,0.98486328125
extra_letter_candidate,"Как сообщил РИА ""Новости"" руководитель пресс-службы УФСБ по Москве и Московской области Сергей Богданов, по окончательным данным, мощность взрывного устройства составила 300 г в тротиловом эквиваленте.","Как сообщил РИА ""Новости"" руководитель пресс-службы УФСБ по Москве и Московской области Сергей Богданов, по окончательным данным, мощность взрывного устройства составила 300 г в тротиловом эквиваленте.","Как сообщил РИА ""Новости"" руководитель пресс-службы Фсб по Москве и Московской области Сергей Богданов, по окончательным данным, мощность взрывного устройства составила 300 г в тротиловом эквиваленте.",spelling_replace@52:56: 'УФСБ' -> 'Фсб',trusted bounded candidate,0.9677734375
dictionary_fuzzy,Впервые за послевоенный период авианалет совершен и на село Бамут.,Впервые за послевоенный период авианалет совершен и на село Бамут.,Впервые за послевоенный период авиабилет совершен и на село Бамут.,spelling_replace@31:40: 'авианалет' -> 'авиабилет',trusted bounded candidate,0.99560546875
extra_letter_candidate,"Решение об обязательном пересмотре этого дела в минувший вторник принял краевой суд, в который местная тележурналистка обратилась с жалобой.","Решение об обязательном пересмотре этого дела в минувший вторник принял краевой суд, в который местная тележурналистка обратилась с жалобой.","Решение об обязательном пересмотре этого дела в минувший вторник принял краевой суд, в который местная тележурналиста обратилась с жалобой.",spelling_replace@103:118: 'тележурналистка' -> 'тележурналиста',trusted bounded candidate,0.99609375
keyboard_typo_candidate,"Лондонская газета ""Дейли телеграф"" называет нынешний их этап ""самым важным делом международного законодательства со времен Нюрнбергского процесса над нацистами"".","Лондонская газета ""Дейли телеграф"" называет нынешний их этап ""самым важным делом международного законодательства со времен Нюрнбергского процесса над нацистами"".","Лондонская газета ""Лейли телеграф"" называет нынешний их этап ""самым важным делом международного законодательства со времен Нюрнбергского процесса над нацистами"".",spelling_replace@19:24: 'Дейли' -> 'Лейли',trusted bounded candidate,0.97607421875
keyboard_typo_candidate,"Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.","Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.","Кроме того, по словам Волокитина, Ростелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.",spelling_replace@34:44: 'Гостелеком' -> 'Ростелеком',trusted bounded candidate,0.97802734375
capitalization_sentence_start,"Daewoo Motor Co. распродает производство автомобилей Автомобили - единственный род продукции, который продолжает производиться под именем Daewoo после неданего банкротства компании.","Daewoo Motor Co. распродает производство автомобилей Автомобили - единственный род продукции, который продолжает производиться под именем Daewoo после неданего банкротства компании.","Daewoo Motor Co. Распродает производство автомобилей Автомобили - единственный род продукции, который продолжает производиться под именем Daewoo после неданего банкротства компании.",case_change@17:27: 'распродает' -> 'Распродает',trusted bounded candidate,0.99169921875
