rule_id,group,gold_count,candidate_present_count,candidate_recall,missing_count,missing_examples
homogeneous_comma,homogeneous_commas,105,105,1.0,0,[]
hyphen_koe_koy,solid_hyphen_separate_pronouns_adverbs_particles,78,78,1.0,0,[]
hyphen_particles,solid_hyphen_separate_pronouns_adverbs_particles,160,160,1.0,0,[]
hyphen_po_adverbs,solid_hyphen_separate_pronouns_adverbs_particles,100,100,1.0,0,[]
introductory_comma,introductory_words,134,134,1.0,0,[]
keyboard_typo_candidate,typos_letter_operations,142,142,1.0,0,[]
missing_hard_sign,hard_soft_signs,4,2,0.5,2,"[{""source"": ""Сложно на самом деле обяснить то, что происходит в моей душе."", ""target"": ""Сложно на самом деле объяснить то что происходит в моей душе"", ""edit_type"": ""punctuation_delete"", ""start"": 32, ""end"": 33, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Сложно на самом деле обяснить то, что происходит в моей душе."", ""target"": ""Сложно на самом деле объяснить то что происходит в моей душе"", ""edit_type"": ""punctuation_delete"", ""start"": 60, ""end"": 61, ""source_fragment"": ""."", ""replacement"": """"}]"
missing_letter_candidate,typos_letter_operations,69,69,1.0,0,[]
n_nn_adjective,n_nn_suffixes,8,4,0.5,4,"[{""source"": ""А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось."", ""target"": ""А гостиная, она для того и делалась, а то в РД Урала уже вообще ничего святого не осталось."", ""edit_type"": ""punctuation_insert"", ""start"": 11, ""end"": 11, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось."", ""target"": ""А гостиная она для того и делалась а то в РД Урала уже вообще ничего святого не осталось"", ""edit_type"": ""punctuation_delete"", ""start"": 35, ""end"": 36, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""А гостинная она для того и делалась, а то в РД Урала уже ваще ничего святого не осталось."", ""target"": ""А гостиная она для того и делалась а то в РД Урала уже вообще ничего святого не осталось"", ""edit_type"": ""punctuation_delete"", ""start"": 88, ""end"": 89, ""source_fragment"": ""."", ""replacement"": """"}, {""source"": ""Напыщеные домики стискивают углы зрения и формат ощущений."", ""target"": ""Напыщенные домики стискивают углы зрения и формат ощущений"", ""edit_type"": ""punctuation_delete"", ""start"": 57, ""end"": 58, ""source_fragment"": ""."", ""replacement"": """"}]"
n_nn_deverbal_adjective,n_nn_suffixes,221,221,1.0,0,[]
n_nn_participle,n_nn_suffixes,18,12,0.6666666666666666,6,"[{""source"": ""﻿есть у вас оформленый и подписаный мною заказ"", ""target"": ""﻿Есть у вас оформленный и подписанный мною заказ?"", ""edit_type"": ""final_punctuation"", ""start"": 46, ""end"": 46, ""source_fragment"": """", ""replacement"": ""?""}, {""source"": ""Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать."", ""target"": ""Подделанная подпись по определению неаутентична, даже если мы не можем подделку распознать."", ""edit_type"": ""punctuation_insert"", ""start"": 46, ""end"": 46, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""Подделаная подпись по определению неаутентична даже если мы не можем подделку распознать."", ""target"": ""Подделанная подпись по определению неаутентична даже если мы не можем подделку распознать"", ""edit_type"": ""punctuation_delete"", ""start"": 88, ""end"": 89, ""source_fragment"": ""."", ""replacement"": """"}, {""source"": ""По-моему, не одна я испытала эстетический шок, потомучто область в радиусе предполагаемого эпицентра в случае падения этой биопирамиды в считаные секунды зазияла неинтеллигентной пустотой."", ""target"": ""По-моему не одна я испытала эстетический шок потому что область в радиусе предполагаемого эпицентра в случае падения этой биопирамиды в считанные секунды зазияла неинтеллигентной пустотой"", ""edit_type"": ""punctuation_delete"", ""start"": 8, ""end"": 9, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""По-моему, не одна я испытала эстетический шок, потомучто область в радиусе предполагаемого эпицентра в случае падения этой биопирамиды в считаные секунды зазияла неинтеллигентной пустотой."", ""target"": ""По-моему не одна я испытала эстетический шок потому что область в радиусе предполагаемого эпицентра в случае падения этой биопирамиды в считанные секунды зазияла неинтеллигентной пустотой"", ""edit_type"": ""punctuation_delete"", ""start"": 45, ""end"": 46, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""По-моему, не одна я испытала эстетический шок, потомучто область в радиусе предполагаемого эпицентра в случае падения этой биопирамиды в считаные секунды зазияла неинтеллигентной пустотой."", ""target"": ""По-моему не одна я испытала эстетический шок потому что область в радиусе предполагаемого эпицентра в случае падения этой биопирамиды в считанные секунды зазияла неинтеллигентной пустотой"", ""edit_type"": ""punctuation_delete"", ""start"": 187, ""end"": 188, ""source_fragment"": ""."", ""replacement"": """"}]"
n_nn_short_form,n_nn_suffixes,3,2,0.6666666666666666,1,"[{""source"": ""Перед тем, как сварить печку для бани, целенаправлено кропотливо обмыслить план работ и место размещения печи."", ""target"": ""Перед тем как сварить печку для бани, целенаправленно кропотливо обмыслить план работ и место размещения печи."", ""edit_type"": ""punctuation_delete"", ""start"": 9, ""end"": 10, ""source_fragment"": "","", ""replacement"": """"}]"
ne_adjective,solid_hyphen_separate_ne,230,230,1.0,0,[]
ne_adverb,solid_hyphen_separate_ne,212,212,1.0,0,[]
ne_participle,solid_hyphen_separate_ne,210,210,1.0,0,[]
ni_stable_expression,ne_ni_particles,101,101,1.0,0,[]
pattern_жы_жи,letter_basic_hissing_vowel_patterns,11,4,0.36363636363636365,7,"[{""source"": ""Неожыданный у вас, мальчеги, для меня диалог."", ""target"": ""Неожиданный у вас мальчики для меня диалог"", ""edit_type"": ""punctuation_delete"", ""start"": 17, ""end"": 18, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Неожыданный у вас, мальчеги, для меня диалог."", ""target"": ""Неожиданный у вас мальчики для меня диалог"", ""edit_type"": ""punctuation_delete"", ""start"": 27, ""end"": 28, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Неожыданный у вас, мальчеги, для меня диалог."", ""target"": ""Неожиданный у вас мальчики для меня диалог"", ""edit_type"": ""punctuation_delete"", ""start"": 44, ""end"": 45, ""source_fragment"": ""."", ""replacement"": """"}, {""source"": ""Подскажыте мне темному, чего зазырить перед сном, типа можно без мяса, можно даже без кровищщи."", ""target"": ""Подскажите мне темному чего зазырить перед сном типа можно без мяса можно даже без кровищи"", ""edit_type"": ""punctuation_delete"", ""start"": 22, ""end"": 23, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Подскажыте мне темному, чего зазырить перед сном, типа можно без мяса, можно даже без кровищщи."", ""target"": ""Подскажите мне темному чего зазырить перед сном типа можно без мяса можно даже без кровищи"", ""edit_type"": ""punctuation_delete"", ""start"": 48, ""end"": 49, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Подскажыте мне темному, чего зазырить перед сном, типа можно без мяса, можно даже без кровищщи."", ""target"": ""Подскажите мне темному чего зазырить перед сном типа можно без мяса можно даже без кровищи"", ""edit_type"": ""punctuation_delete"", ""start"": 69, ""end"": 70, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Подскажыте мне темному, чего зазырить перед сном, типа можно без мяса, можно даже без кровищщи."", ""target"": ""Подскажите мне темному чего зазырить перед сном типа можно без мяса можно даже без кровищи"", ""edit_type"": ""punctuation_delete"", ""start"": 94, ""end"": 95, ""source_fragment"": ""."", ""replacement"": """"}]"
pattern_чю_чу,letter_basic_hissing_vowel_patterns,144,138,0.9583333333333334,6,"[{""source"": ""Ощушаю себя с ними монголойдом, я никогда так много не молчала как молчю тут, и не потому, что языковый баръер или еще что-то, просто коментариев нет"", ""target"": ""Ощущаю себя с ними монголоидом: я никогда так много не молчала, как молчу тут, и не потому, что языковый барьер или ещё что-то, просто комментариев нет."", ""edit_type"": ""punctuation_replace"", ""start"": 30, ""end"": 31, ""source_fragment"": "","", ""replacement"": "":""}, {""source"": ""Ощушаю себя с ними монголойдом, я никогда так много не молчала как молчю тут, и не потому, что языковый баръер или еще что-то, просто коментариев нет"", ""target"": ""Ощущаю себя с ними монголоидом: я никогда так много не молчала, как молчу тут, и не потому, что языковый барьер или ещё что-то, просто комментариев нет."", ""edit_type"": ""punctuation_insert"", ""start"": 62, ""end"": 62, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""Ощушаю себя с ними монголойдом, я никогда так много не молчала как молчю тут, и не потому, что языковый баръер или еще что-то, просто коментариев нет"", ""target"": ""Ощущаю себя с ними монголоидом я никогда так много не молчала как молчу тут и не потому что языковый барьер или еще что-то просто комментариев нет"", ""edit_type"": ""punctuation_delete"", ""start"": 30, ""end"": 31, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Ощушаю себя с ними монголойдом, я никогда так много не молчала как молчю тут, и не потому, что языковый баръер или еще что-то, просто коментариев нет"", ""target"": ""Ощущаю себя с ними монголоидом я никогда так много не молчала как молчу тут и не потому что языковый барьер или еще что-то просто комментариев нет"", ""edit_type"": ""punctuation_delete"", ""start"": 76, ""end"": 77, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Ощушаю себя с ними монголойдом, я никогда так много не молчала как молчю тут, и не потому, что языковый баръер или еще что-то, просто коментариев нет"", ""target"": ""Ощущаю себя с ними монголоидом я никогда так много не молчала как молчу тут и не потому что языковый барьер или еще что-то просто комментариев нет"", ""edit_type"": ""punctuation_delete"", ""start"": 89, ""end"": 90, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Ощушаю себя с ними монголойдом, я никогда так много не молчала как молчю тут, и не потому, что языковый баръер или еще что-то, просто коментариев нет"", ""target"": ""Ощущаю себя с ними монголоидом я никогда так много не молчала как молчу тут и не потому что языковый барьер или еще что-то просто комментариев нет"", ""edit_type"": ""punctuation_delete"", ""start"": 125, ""end"": 126, ""source_fragment"": "","", ""replacement"": """"}]"
pattern_щю_щу,letter_basic_hissing_vowel_patterns,86,86,1.0,0,[]
pol_polu_compounds,solid_hyphen_separate_general,91,91,1.0,0,[]
prefix_pre_pri,prefix_vowels,5,2,0.4,3,"[{""source"": ""Преспособление электрокалорифера, установленного с поддержкой винтов в дно корпуса, состоит из осевого вентилятора и спирального электронагревателя."", ""target"": ""Приспособление электрокалорифера установленного с поддержкой винтов в дно корпуса состоит из осевого вентилятора и спирального электронагревателя"", ""edit_type"": ""punctuation_delete"", ""start"": 32, ""end"": 33, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Преспособление электрокалорифера, установленного с поддержкой винтов в дно корпуса, состоит из осевого вентилятора и спирального электронагревателя."", ""target"": ""Приспособление электрокалорифера установленного с поддержкой винтов в дно корпуса состоит из осевого вентилятора и спирального электронагревателя"", ""edit_type"": ""punctuation_delete"", ""start"": 82, ""end"": 83, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Преспособление электрокалорифера, установленного с поддержкой винтов в дно корпуса, состоит из осевого вентилятора и спирального электронагревателя."", ""target"": ""Приспособление электрокалорифера установленного с поддержкой винтов в дно корпуса состоит из осевого вентилятора и спирального электронагревателя"", ""edit_type"": ""punctuation_delete"", ""start"": 147, ""end"": 148, ""source_fragment"": ""."", ""replacement"": """"}]"
prefix_s_to_z,consonants_prefix_z_s,3,2,0.6666666666666666,1,"[{""source"": ""Расжился на выходных экземпляром сабжа."", ""target"": ""Разжился на выходных экземпляром сабжа"", ""edit_type"": ""punctuation_delete"", ""start"": 38, ""end"": 39, ""source_fragment"": ""."", ""replacement"": """"}]"
soft_to_hard_sign,hard_soft_signs,8,4,0.5,4,"[{""source"": ""Обьехав таким образом две-три фермы, и заменив при этом пустые фляги на полные, грузовик наконец часам к 12 дня вьехал в долгожданное Сандово."", ""target"": ""Объехав таким образом две-три фермы и заменив при этом пустые фляги на полные, грузовик наконец часам к 12 дня въехал в долгожданное Сандово."", ""edit_type"": ""punctuation_delete"", ""start"": 35, ""end"": 36, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Обьехав таким образом две-три фермы, и заменив при этом пустые фляги на полные, грузовик наконец часам к 12 дня вьехал в долгожданное Сандово."", ""target"": ""Объехав таким образом две-три фермы и заменив при этом пустые фляги на полные грузовик наконец часам к 12 дня въехал в долгожданное Сандово"", ""edit_type"": ""punctuation_delete"", ""start"": 35, ""end"": 36, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Обьехав таким образом две-три фермы, и заменив при этом пустые фляги на полные, грузовик наконец часам к 12 дня вьехал в долгожданное Сандово."", ""target"": ""Объехав таким образом две-три фермы и заменив при этом пустые фляги на полные грузовик наконец часам к 12 дня въехал в долгожданное Сандово"", ""edit_type"": ""punctuation_delete"", ""start"": 78, ""end"": 79, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Обьехав таким образом две-три фермы, и заменив при этом пустые фляги на полные, грузовик наконец часам к 12 дня вьехал в долгожданное Сандово."", ""target"": ""Объехав таким образом две-три фермы и заменив при этом пустые фляги на полные грузовик наконец часам к 12 дня въехал в долгожданное Сандово"", ""edit_type"": ""punctuation_delete"", ""start"": 141, ""end"": 142, ""source_fragment"": ""."", ""replacement"": """"}]"
subject_predicate_dash,dash_subject_predicate,104,104,1.0,0,[]
swapped_letters_candidate,typos_letter_operations,87,87,1.0,0,[]
tsya_soft_delete,soft_sign_grammatical_forms,17,10,0.5882352941176471,7,"[{""source"": ""Слезяться глаза и плачет дождь,"", ""target"": ""Слезятся глаза, и плачет дождь."", ""edit_type"": ""punctuation_insert"", ""start"": 15, ""end"": 15, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""Слезяться глаза и плачет дождь,"", ""target"": ""Слезятся глаза, и плачет дождь."", ""edit_type"": ""punctuation_delete"", ""start"": 30, ""end"": 31, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""А они соревнуються кто кого больше заденет, кто острее зацепит, у кого язык длинее."", ""target"": ""А они соревнуются, кто кого больше заденет, кто острее зацепит, у кого язык длиннее."", ""edit_type"": ""punctuation_insert"", ""start"": 18, ""end"": 18, ""source_fragment"": """", ""replacement"": "",""}, {""source"": ""Когда что-то не получаеться, падает самооценка, разрушаеться идеальный образ."", ""target"": ""Когда что-то не получается падает самооценка разрушается идеальный образ"", ""edit_type"": ""punctuation_delete"", ""start"": 46, ""end"": 47, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Недавно говорила с одним человеком на эту тему, и он мне поведал, что его родственники вобще не общаються друг с другом"", ""target"": ""Недавно говорила с одним человеком на эту тему и он мне поведал что его родственники вообще не общаются друг с другом"", ""edit_type"": ""punctuation_delete"", ""start"": 46, ""end"": 47, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Недавно говорила с одним человеком на эту тему, и он мне поведал, что его родственники вобще не общаються друг с другом"", ""target"": ""Недавно говорила с одним человеком на эту тему и он мне поведал что его родственники вообще не общаются друг с другом"", ""edit_type"": ""punctuation_delete"", ""start"": 64, ""end"": 65, ""source_fragment"": "","", ""replacement"": """"}, {""source"": ""Слезяться глаза и плачет дождь,"", ""target"": ""Слезятся глаза и плачет дождь"", ""edit_type"": ""punctuation_delete"", ""start"": 30, ""end"": 31, ""source_fragment"": "","", ""replacement"": """"}]"
tsya_soft_insert,soft_sign_grammatical_forms,2,2,1.0,0,[]
