taxonomy_key,domain,rule_id,training_decision,training_reason,activation_stage,production_ready,training_candidate,include,include_in_training,activation_exclusion_reason,has_candidate_path,has_synthetic_support,has_hard_negative_support,has_validator_support,requires,validator_probe_status,validator_probe_reason,validator_probe_passed_examples,validator_probe_example_count
orthography_3_6_1_2,orthography,context_vsledstvie,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_1_2,orthography,context_nesmotrya,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_1_3,orthography,context_tak_zhe,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
orthography_3_6_1_3,orthography,context_to_zhe,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
orthography_3_6_1_3,orthography,context_chto_by,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
orthography_3_6_3_2,orthography,context_za_to,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
orthography_3_6_4_1,orthography,context_tak_zhe,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_4_1,orthography,context_to_zhe,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_4_1,orthography,context_chto_by,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_4_2,orthography,context_tak_zhe,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_4_2,orthography,context_to_zhe,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_6_4_2,orthography,context_chto_by,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_1,orthography,ne_adjective,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""morphology"", ""syntax""]",,,0,0
orthography_3_7_1_4_1,orthography,ne_adverb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""morphology"", ""syntax""]",,,0,0
orthography_3_7_1_4_4,orthography,ne_adjective,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_4,orthography,ne_adverb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_4,orthography,ne_short_form,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_4,orthography,ne_predicative,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_5,orthography,ne_adjective,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_5,orthography,ne_adverb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_5,orthography,ne_short_form,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_4_5,orthography,ne_predicative,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_1_5,orthography,ne_participle,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_1,orthography,ne_verb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""morphology"", ""syntax""]",,,0,0
orthography_3_7_2_8,orthography,ne_adjective,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_8,orthography,ne_adverb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_8,orthography,ne_participle,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_8,orthography,ne_short_form,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_8,orthography,ne_predicative,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_9,orthography,ne_adjective,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_9,orthography,ne_adverb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_9,orthography,ne_participle,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_9,orthography,ne_short_form,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_9,orthography,ne_predicative,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_9,orthography,ni_particle_context,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_10,orthography,ne_adverb,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_10,orthography,ne_predicative,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_10,orthography,ni_particle_context,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""morphology"", ""model""]",,,0,0
orthography_3_7_2_11,orthography,ne_participle,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""morphology"", ""syntax""]",,,0,0
orthography_3_11,orthography,hyphen_whitelist,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_4_12,orthography,capitalization_sentence_start,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""model""]",,,0,0
orthography_5_1_1,orthography,abbreviation_case_protection,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_7_1,orthography,swapped_letters_candidate,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_7_1,orthography,missing_letter_candidate,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_7_1,orthography,extra_letter_candidate,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_7_3,orthography,keyboard_typo_candidate,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_8_1,orthography,dictionary_fuzzy,INCLUDE_AFTER_VALIDATOR,candidate path verified; current blocker is threshold calibration; candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
orthography_8_1,orthography,frequent_error_exact,INCLUDE_AFTER_VALIDATOR,candidate path verified; current blocker is threshold calibration; candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""dictionary"", ""model""]",,,0,0
punctuation_1_1,punctuation,final_punctuation_default,INCLUDE_AFTER_VALIDATOR,candidate path verified; validator guards and hard negatives are required before dataset build,validator_dependent,False,True,True,True,runtime_validator_supported,True,True,True,True,"[""model""]",,,0,0
punctuation_1_3_5,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_1_4,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_1_5,punctuation,punctuation_delete_replace,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_1,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_2,punctuation,subject_predicate_dash,INCLUDE_NOW,"candidate, synthetic, hard-negative, and validator gates are available",production_ready,True,True,True,True,policy_decision_included,True,True,True,True,"[""model"", ""syntax""]",,,0,0
punctuation_2_1_3,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_4,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_5,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_6,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_7,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_8,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_9,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_10,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_1_11,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
punctuation_2_2,punctuation,subject_predicate_dash,INCLUDE_AFTER_THRESHOLD_CALIBRATION,syntax eval support verified; candidate recall and hard-negative gates pass,threshold_calibration,False,True,True,True,policy_decision_included,True,True,True,True,"[""syntax"", ""model"", ""validator""]",,,0,0
