row_index,split,source_type,rule_id,source,target,detected_family,expected_family,alignment_pass,reason
551,train,synthetic_augmented_from_open_clean,comma_conjunction,"Против Урумова, Глебова, Каплуна и Игнатенко а также прокурора подмосковного города Озеры Анатолия Дрока было возбуждено уголовное дело по факту получения взятки.","Против Урумова, Глебова, Каплуна и Игнатенко, а также прокурора подмосковного города Озеры Анатолия Дрока было возбуждено уголовное дело по факту получения взятки.",homogeneous_members,coordinating_conjunction,True,ok
581,train,synthetic_augmented_from_open_clean,comma_subordinate,"Вместе с тем Досталь согласенн с мнением своих коллег, заявивших о нежелании войти в оскаровскую комиссию если она будет работать под эгидой киноакадемии ""Золотой орел"".","Вместе с тем Досталь согласен с мнением своих коллег, заявивших о нежелании войти в оскаровскую комиссию, если она будет работать под эгидой киноакадемии ""Золотой орел"".",subordinate_clause,subordinate_clause,True,ok
583,train,synthetic_augmented_from_open_clean,comma_subordinate,На кадрах виднно что российский корабль успешно таранит буксир.,"На кадрах видно, что российский корабль успешно таранит буксир.",subordinate_clause,subordinate_clause,True,ok
625,train,synthetic_augmented_from_open_clean,comma_subordinate,"В своем интерьвью ИТАР-ТАСС, посвященном пятилетию ФСО, Муров подчеркнул что ""взаимоотношения с американскими коллегами, выработанные годами, - профессионально грамотные, рабочие, и при этом теплые и добрые, остались"".","В своем интерьвью ИТАР-ТАСС, посвященном пятилетию ФСО, Муров подчеркнул, что ""взаимоотношения с американскими коллегами, выработанные годами, - профессионально грамотные, рабочие, и при этом теплые и добрые, остались"".",subordinate_clause,subordinate_clause,True,ok
664,train,synthetic_augmented_from_open_clean,comma_subordinate,"В то же время в пресс-службе авиакомпании ""Трансаэро"" сообщили ""Интерфаксу"" что в 11:35 мск самолет авиакомпании вылетел в Тель-Авив.","В то же время в пресс-службе авиакомпании ""Трансаэро"" сообщили ""Интерфаксу"", что в 11:35 мск самолет авиакомпании вылетел в Тель-Авив.",subordinate_clause,subordinate_clause,True,ok
681,train,synthetic_augmented_from_open_clean,comma_subordinate,Ранее в ноябре стало известно что новых «Фантастических тварей» признали худшим фильмом из вселенной Гарри Поттера.,"Ранее в ноябре стало известно, что новых «Фантастических тварей» признали худшим фильмом из вселенной Гарри Поттера.",subordinate_clause,subordinate_clause,True,ok
703,train,synthetic_augmented_from_open_clean,comma_conjunction,"Одной из ключевых особенностей системы является поиск лиц в архивных записях видеонаблюдения а благодаря возможности решения сохранять только значимую информацию, срок хранения данных увеличился с пяти до ста дней.","Одной из ключевых особенностей системы является поиск лиц в архивных записях видеонаблюдения, а благодаря возможности решения сохранять только значимую информацию, срок хранения данных увеличился с пяти до ста дней.",coordinating_conjunction,coordinating_conjunction,True,ok
751,train,synthetic_augmented_from_open_clean,comma_subordinate,"В то же время, в проекте отмечается что финансовая помощь не будет оказываться вечно.","В то же время, в проекте отмечается, что финансовая помощь не будет оказываться вечно.",subordinate_clause,subordinate_clause,True,ok
777,train,synthetic_augmented_from_open_clean,comma_conjunction,"Ты вообще представляешь, кто ты а кто он, и что он с тобой может сделать?","Ты вообще представляешь, кто ты, а кто он, и что он с тобой может сделать?",coordinating_conjunction,coordinating_conjunction,True,ok
836,train,synthetic_augmented_from_open_clean,comma_conjunction,В этой операцыи было убито около 30 боевиков а семеро взято в плен.,"В этой операции было убито около 30 боевиков, а семеро взято в плен.",coordinating_conjunction,coordinating_conjunction,True,ok
854,train,synthetic_augmented_from_open_clean,comma_conjunction,После выхода iOS 11.3 в смартфонах появилась возможность отключить замедление а также проверить состояние аккумулятора.,"После выхода iOS 11.3 в смартфонах появилась возможность отключить замедление, а также проверить состояние аккумулятора.",coordinating_conjunction,coordinating_conjunction,True,ok
897,train,synthetic_augmented_from_open_clean,comma_subordinate,Может быть это просто коррекция перед осенью когда заканчивается летний застой и начинается собственно бизнес.,"Может быть это просто коррекция перед осенью, когда заканчивается летний застой и начинается собственно бизнес.",subordinate_clause,subordinate_clause,True,ok
942,train,synthetic_augmented_from_open_clean,comma_conjunction,У каждого из боевиков было обнаружено по автомату АКМ и несколько сотен патронов а также большая сумма в долларах США и около 15 тысяч рублей.,"У каждого из боевиков было обнаружено по автомату АКМ и несколько сотен патронов, а также большая сумма в долларах США и около 15 тысяч рублей.",coordinating_conjunction,coordinating_conjunction,True,ok
1048,train,synthetic_augmented_from_open_clean,comma_subordinate,Все отговорки что мы можом общаться в суде - ложь.,"Все отговорки, что мы можем общаться в суде - ложь.",subordinate_clause,subordinate_clause,True,ok
1097,train,synthetic_augmented_from_open_clean,comma_subordinate,"Аоки признал также что солгал на пресс-конференции 2 апреля, когда утверждал, что Кейдзо Обути госпитализирован из-за переутомления, сообщает Associated Press.","Аоки признал также, что солгал на пресс-конференции 2 апреля, когда утверждал, что Кейдзо Обути госпитализирован из-за переутомления, сообщает Associated Press.",subordinate_clause,subordinate_clause,True,ok
1098,train,synthetic_augmented_from_open_clean,comma_conjunction,"Журналистов он называет пропагандистами а сам канал, по его мнению, принадлежит «родственнику московского хана».","Журналистов он называет пропагандистами, а сам канал, по его мнению, принадлежит «родственнику московского хана».",coordinating_conjunction,coordinating_conjunction,True,ok
1149,train,synthetic_augmented_from_open_clean,comma_subordinate,"Он заявил во вторник ""Интерфаксу"" что в конце прошлого и начале нынешнего года был упущен самый подходящий момент для начала переговоров с сепаратистами.","Он заявил во вторник ""Интерфаксу"", что в конце прошлого и начале нынешнего года был упущен самый подходящий момент для начала переговоров с сепаратистами.",subordinate_clause,subordinate_clause,True,ok
1224,train,synthetic_augmented_from_open_clean,comma_subordinate,Адвокат пояснил что это прошение должон написать сам Коновалов.,"Адвокат пояснил, что это прошение должен написать сам Коновалов.",subordinate_clause,subordinate_clause,True,ok
1260,train,synthetic_augmented_from_open_clean,comma_conjunction,Основная часть ошибок в функционировании новых процессоров обнаруживается во время тестирования готовых изделий на определение предельных и рабочих параметров а также на этапе разработки программной среды.,"Основная часть ошибок в функционировании новых процессоров обнаруживается во время тестирования готовых изделий на определение предельных и рабочих параметров, а также на этапе разработки программной среды.",coordinating_conjunction,coordinating_conjunction,True,ok
1302,train,synthetic_augmented_from_open_clean,comma_subordinate,Reuters отмечает что голосование состоялось еще до объявления Маска о намерении провести делистинг Tesla и сделать ее частной компанией.,"Reuters отмечает, что голосование состоялось еще до объявления Маска о намерении провести делистинг Tesla и сделать ее частной компанией.",subordinate_clause,subordinate_clause,True,ok
1346,train,synthetic_augmented_from_open_clean,comma_subordinate,Спецпредставитель Госдепартамента США по вопросам Украины Курт Волкер заявил что в Донбассе идет горячая стадия конфликта.,"Спецпредставитель Госдепартамента США по вопросам Украины Курт Волкер заявил, что в Донбассе идет горячая стадия конфликта.",subordinate_clause,subordinate_clause,True,ok
1383,train,synthetic_augmented_from_open_clean,comma_conjunction,Морда змеи была покрыта кровью а глаза отсутствовали.,"Морда змеи была покрыта кровью, а глаза отсутствовали.",coordinating_conjunction,coordinating_conjunction,True,ok
1395,train,synthetic_augmented_from_open_clean,comma_conjunction,Звезда увеличила бедра девочке а также уменьшыла ее нос на снимке.,"Звезда увеличила бедра девочке, а также уменьшила ее нос на снимке.",coordinating_conjunction,coordinating_conjunction,True,ok
1483,train,synthetic_augmented_from_open_clean,comma_conjunction,"В митинге участвуют представители партий ""Справедливая Россия"", ""Яблоко"" а также общественных организаций ""Левый фронт"", ""Демократические выборы"" и другие представители общественности.","В митинге участвуют представители партий ""Справедливая Россия"", ""Яблоко"", а также общественных организаций ""Левый фронт"", ""Демократические выборы"" и другие представители общественности.",coordinating_conjunction,coordinating_conjunction,True,ok
1495,train,synthetic_augmented_from_open_clean,comma_subordinate,"Пока нет информации, покрыто ли судно коллективным договором, и сообщалось ли морякам в круинге о том что они будут ходить в зоне, опасной с точки зрения пиратских атак.","Пока нет информации, покрыто ли судно коллективным договором, и сообщалось ли морякам в круинге о том, что они будут ходить в зоне, опасной с точки зрения пиратских атак.",subordinate_clause,subordinate_clause,True,ok
1550,train,synthetic_augmented_from_open_clean,comma_conjunction,Новый министр внутренних дел РФ Владимир Колокольцев призвал подчиненных опираться на реальные дела а не на голые цифры статистики.,"Новый министр внутренних дел РФ Владимир Колокольцев призвал подчиненных опираться на реальные дела, а не на голые цифры статистики.",coordinating_conjunction,coordinating_conjunction,True,ok
1591,train,synthetic_augmented_from_open_clean,comma_conjunction,Всемирный банк даст нам два займа а над третьим подумает 1 февраля Москву посетил глава Всемирного банка Джеймс Вулфенсон.,"Всемирный банк даст нам два займа, а над третьим подумает 1 февраля Москву посетил глава Всемирного банка Джеймс Вулфенсон.",coordinating_conjunction,coordinating_conjunction,True,ok
1606,train,synthetic_augmented_from_open_clean,comma_subordinate,"По ее словам, то что Лебедев останется в колонии, подтверждает ход второго дела ""ЮКОСа"".","По ее словам, то, что Лебедев останется в колонии, подтверждает ход второго дела ""ЮКОСа"".",subordinate_clause,subordinate_clause,True,ok
1639,train,synthetic_augmented_from_open_clean,comma_subordinate,При этом 21% опрошенных заявил что избрание Путина на пост президента не вызвало бы у них серьезных возражений.,"При этом 21% опрошенных заявил, что избрание Путина на пост президента не вызвало бы у них серьезных возражений.",subordinate_clause,subordinate_clause,True,ok
1666,train,synthetic_augmented_from_open_clean,comma_conjunction,"Она оказалась со взрывчяткой но, к счастью, без взрывателя.","Она оказалась со взрывчаткой, но, к счастью, без взрывателя.",coordinating_conjunction,coordinating_conjunction,True,ok
1674,train,synthetic_augmented_from_open_clean,comma_conjunction,"Порошонко был бизнесменом, он не учился а зарабатывал.","Порошенко был бизнесменом, он не учился, а зарабатывал.",coordinating_conjunction,coordinating_conjunction,True,ok
1677,train,synthetic_augmented_from_open_clean,comma_conjunction,"На протяжении XX века город был наиболее известен как расположение центрального офиса компании Olivetti, одного из наиболее известных производителей пишущих машинок, калькуляторов а позднее и компьютеров.","На протяжении XX века город был наиболее известен как расположение центрального офиса компании Olivetti, одного из наиболее известных производителей пишущих машинок, калькуляторов, а позднее и компьютеров.",coordinating_conjunction,coordinating_conjunction,True,ok
1707,train,synthetic_augmented_from_open_clean,comma_conjunction,Часть из них сдетонировали от огня но основные запасы сохранились: их лишь присыпало землей.,"Часть из них сдетонировали от огня, но основные запасы сохранились: их лишь присыпало землей.",coordinating_conjunction,coordinating_conjunction,True,ok
1714,train,synthetic_augmented_from_open_clean,comma_subordinate,"Безутешные хозяева не могут простить себе что оставили пса в машине. По заявлению пресс-службы миссии ООН в Косово, это не первый случай кражы сейфов из представительств международных организаций.","Безутешные хозяева не могут простить себе, что оставили пса в машине. По заявлению пресс-службы миссии ООН в Косово, это не первый случай кражи сейфов из представительств международных организаций.",subordinate_clause,subordinate_clause,True,ok
1775,train,synthetic_augmented_from_open_clean,comma_subordinate,"После этого сестры осыпали ее комплиментами, а мать Крис Дженнер с восторгом объявила что весит ровно столько же.","После этого сестры осыпали ее комплиментами, а мать Крис Дженнер с восторгом объявила, что весит ровно столько же.",subordinate_clause,subordinate_clause,True,ok
1795,train,synthetic_augmented_from_open_clean,comma_conjunction,"Как обычно у Василия Аксенова, реальность в его новом романе переплетается с фантазией а ""проза жизни"" - с поэзией.Предыдущий роман Василия Аксенова - ""Новый сладостный стиль"" появился два года назад.","Как обычно у Василия Аксенова, реальность в его новом романе переплетается с фантазией, а ""проза жизни"" - с поэзией.Предыдущий роман Василия Аксенова - ""Новый сладостный стиль"" появился два года назад.",coordinating_conjunction,coordinating_conjunction,True,ok
1812,train,synthetic_augmented_from_open_clean,comma_subordinate,"По их мнению, время в этом случае приблизится к астрономическому что позволит россиянам видеть больше солнца.","По их мнению, время в этом случае приблизится к астрономическому, что позволит россиянам видеть больше солнца.",subordinate_clause,subordinate_clause,True,ok
1870,train,synthetic_augmented_from_open_clean,comma_conjunction,"Ирен Жакоб многое связывает с Россией - снимаясь в рязановском""Предсказании"" она выучила свои реплики на русском языке а в гостинице, послухам, сама готовила себе ужин на электроплитке.","Ирен Жакоб многое связывает с Россией - снимаясь в рязановском""Предсказании"" она выучила свои реплики на русском языке, а в гостинице, послухам, сама готовила себе ужин на электроплитке.",coordinating_conjunction,coordinating_conjunction,True,ok
1877,train,synthetic_augmented_from_open_clean,comma_conjunction,"По словам Максименко, фотографии своего обеда Цеповяз присылал своей бывшой жене Наталье Стришней но она показала их прокуратуре только этим летом.","По словам Максименко, фотографии своего обеда Цеповяз присылал своей бывшей жене Наталье Стришней, но она показала их прокуратуре только этим летом.",coordinating_conjunction,coordinating_conjunction,True,ok
1891,train,synthetic_augmented_from_open_clean,comma_subordinate,"По его словам, как украинские, так и иностранные судовладельцы из-за простоя судов теряют от 15 тысяч до 50 тысяч долларов ежедневно что, в свою очередь, ведет к подорожанию продукции для конечных потребителей.","По его словам, как украинские, так и иностранные судовладельцы из-за простоя судов теряют от 15 тысяч до 50 тысяч долларов ежедневно, что, в свою очередь, ведет к подорожанию продукции для конечных потребителей.",comparative_turnover,subordinate_clause,True,ok
2055,train,synthetic_augmented_from_open_clean,comma_subordinate,Мейорс отрицал все обвинения и настаивал на том что пациенты умирали своей смертью.,"Мейорс отрицал все обвинения и настаивал на том, что пациенты умирали своей смертью.",subordinate_clause,subordinate_clause,True,ok
2058,train,synthetic_augmented_from_open_clean,comma_conjunction,"Из сентиментальных соображений можно было бы порассуждать о кончине Иоанна Павла II но глобальности и уникальности этому трауру всё же недостаёт: понтифики умирали и будут умирать, а мир и Рим худо-бедно незыблемы.","Из сентиментальных соображений можно было бы порассуждать о кончине Иоанна Павла II, но глобальности и уникальности этому трауру всё же недостаёт: понтифики умирали и будут умирать, а мир и Рим худо-бедно незыблемы.",coordinating_conjunction,coordinating_conjunction,True,ok
2103,train,synthetic_augmented_from_open_clean,comma_conjunction,"Каждый раз происходят столкновения с полицыей но не очень серьезные, сообщает AFP.","Каждый раз происходят столкновения с полицией, но не очень серьезные, сообщает AFP.",coordinating_conjunction,coordinating_conjunction,True,ok
2165,train,synthetic_augmented_from_open_clean,comma_subordinate,"Власти предупредили хедж-фонд что чем дольше он будет тянуть с решением, тем выше будет цена урегулирования.","Власти предупредили хедж-фонд, что чем дольше он будет тянуть с решением, тем выше будет цена урегулирования.",subordinate_clause,subordinate_clause,True,ok
2203,train,synthetic_augmented_from_open_clean,comma_conjunction,"Сначяла заждалась, потом дождалась, два года подряд наслаждалась а вот теперь вновь чувствует себя обездоленной.","Сначала заждалась, потом дождалась, два года подряд наслаждалась, а вот теперь вновь чувствует себя обездоленной.",coordinating_conjunction,coordinating_conjunction,True,ok
2248,train,synthetic_augmented_from_open_clean,comma_conjunction,И после ее потери она смогла искренне улыбаться но при этом продолжать скорбеть.,"И после ее потери она смогла искренне улыбаться, но при этом продолжать скорбеть.",coordinating_conjunction,coordinating_conjunction,True,ok
2285,train,synthetic_augmented_from_open_clean,comma_conjunction,В Казани магазинов сети «О'кей» нет но они есть в Уфе.,"В Казани магазинов сети «О'кей» нет, но они есть в Уфе.",coordinating_conjunction,coordinating_conjunction,True,ok
2291,train,synthetic_augmented_from_open_clean,comma_conjunction,Он сбежал из тюрьмы но через день снова попался.,"Он сбежал из тюрьмы, но через день снова попался.",coordinating_conjunction,coordinating_conjunction,True,ok
2295,train,synthetic_augmented_from_open_clean,comma_subordinate,"Судя по тому что рассказал Михалков ""Известиям"", он не видит ничего плохого в том, чтобы обсудить с авторами письма и названного им списка режиссеров существующую проблему.","Судя по тому, что рассказал Михалков ""Известиям"", он не видит ничего плохого в том, чтобы обсудить с авторами письма и названного им списка режиссеров существующую проблему.",subordinate_clause,subordinate_clause,True,ok
2299,train,synthetic_augmented_from_open_clean,comma_conjunction,Это организация деятельности не только посредством условных рефлексов на соотношения объектов действительности (образов восприятия) но посредством условных рефлексов на соотношения образов представления.,"Это организация деятельности не только посредством условных рефлексов на соотношения объектов действительности (образов восприятия), но посредством условных рефлексов на соотношения образов представления.",coordinating_conjunction,coordinating_conjunction,True,ok
2318,train,synthetic_augmented_from_open_clean,comma_subordinate,Он также выразил благодарность народу республики за то что с 2001 года по сегодняшний день ему была предоставлена возможность возглавлять государство и все делать для его строительства.,"Он также выразил благодарность народу республики за то, что с 2001 года по сегодняшний день ему была предоставлена возможность возглавлять государство и все делать для его строительства.",subordinate_clause,subordinate_clause,True,ok
2335,train,synthetic_augmented_from_open_clean,comma_conjunction,"Первой в списке оказалась компания Apple, вторым номером в перечне идёт Google а на третьем месте оказалась Microsoft, сообщает «Лента.ру».","Первой в списке оказалась компания Apple, вторым номером в перечне идёт Google, а на третьем месте оказалась Microsoft, сообщает «Лента.ру».",coordinating_conjunction,coordinating_conjunction,True,ok
2573,train,synthetic_augmented_from_open_clean,comma_subordinate,"Теперь ожидается что изменение ВВП Франции может составить от минус 0,1% до плюс 0,1%.","Теперь ожидается, что изменение ВВП Франции может составить от минус 0,1% до плюс 0,1%.",subordinate_clause,subordinate_clause,True,ok
2674,train,synthetic_augmented_from_open_clean,comma_subordinate,Однако он подчеркнул что в театре действуют правила приличия.,"Однако он подчеркнул, что в театре действуют правила приличия.",subordinate_clause,subordinate_clause,True,ok
2691,train,synthetic_augmented_from_open_clean,comma_conjunction,"В конце встречи он раскрыл петербурженке правду, «подвергся легкому физическому насилию» а после задал ей несколько вопросов.","В конце встречи он раскрыл петербурженке правду, «подвергся легкому физическому насилию», а после задал ей несколько вопросов.",coordinating_conjunction,coordinating_conjunction,True,ok
