source_dataset,source,target,reason,detected_error_types,candidate_present,char_edit_ratio,token_edit_ratio,notes,edit_summary
sage_ruspellru,а теперь смотрите чтоже мы увидили,а теперь смотрите что же мы увидели,token_edit_distance_too_high,[],False,0.05714285714285714,0.42857142857142855,,
sage_ruspellru,я не тьолка я девачка,я не телка я девочка,"strict_validator_rejected:known_source_lexical_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.14285714285714285,0.09523809523809523,spelling_replace:девачка->девочка:dictionary_fuzzy,spelling_replace:девачка->девочка:dictionary_fuzzy
sage_ruspellru,я в российские агенства не верю,я в российские агентства не верю,strict_validator_rejected:morphology_agreement_guard,"[""spelling""]",True,0.03125,0.018518518518518517,spelling_replace:агенства->агентства:missing_letter_candidate,spelling_replace:агенства->агентства:missing_letter_candidate
sage_ruspellru,длина 10 8 км а ширена в самом широком месте достегает 4 км,длина 10.8 км а ширина в самом широком месте достигает 4 км,token_edit_distance_too_high,[],False,0.05084745762711865,0.3076923076923077,,
sage_ruspellru,да впринципе ниче особого говорю так как есть,да в принципе ничего особого говорю так как есть,token_edit_distance_too_high,[],False,0.0625,0.3333333333333333,,
sage_ruspellru,чесно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,честно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,strict_validator_rejected:known_source_lexical_guard,"[""spelling""]",True,0.005208333333333333,0.004901960784313725,spelling_replace:чесно->честно:missing_letter_candidate,spelling_replace:чесно->честно:missing_letter_candidate
sage_ruspellru,помоему надо их уже ставить к стенке и просто в тупую растреливать,по-моему надо их уже ставить к стенке и просто втупую расстреливать,token_edit_distance_too_high,[],False,0.04477611940298507,0.3333333333333333,,
sage_ruspellru,и незря эту песню перепевали 100 тысяч раз,и не зря эту песню перепевали 100 тысяч раз,unsupported_edit_type,[],False,0.023255813953488372,0.2222222222222222,,
sage_ruspellru,на сайте асинхронные машины откапал всю нужную информацию,на сайте асинхронные машины откопал всю нужную информацию,unsupported_edit_type,[],False,0.017543859649122806,0.017857142857142856,,
sage_ruspellru,к середине десятилетия увлечение вампирами изжевало себя,к середине десятилетия увлечение вампирами изживало себя,unsupported_edit_type,[],False,0.017857142857142856,0.017857142857142856,,
sage_ruspellru,жека довел торги до 1000 но охранник не приклонился хотя оч хотел,жека довел торги до 1000 но охранник не преклонился хотя очень хотел,"strict_validator_rejected:outside strict spelling/punctuation scope,unsafe_fuzzy_spelling_candidate","[""spelling""]",True,0.058823529411764705,0.05757575757575758,spelling_replace:приклонился->преклонился:prefix_pre_pri,spelling_replace:приклонился->преклонился:prefix_pre_pri
sage_ruspellru,оделась на голове чтото путно едаже соорудила вопреки опять же всему,оделась на голове что-то путное даже соорудила вопреки опять же всему,unsupported_edit_type,[],False,0.043478260869565216,0.048484848484848485,,
sage_ruspellru,с шумом как то более театрально помойму,с шумом как-то более театрально по-моему,token_edit_distance_too_high,[],False,0.075,0.42857142857142855,,
sage_ruspellru,может и в правду лутче тебе молчать чем пытаться сказать,может и вправду лучше тебе молчать чем пытаться сказать,unsupported_edit_type,[],False,0.05357142857142857,0.3,,
sage_ruspellru,не доверят то что очень хочеться попробывать и из-за этого какой-то неполноценной себя чувствовать начинаешь,не доверят то что очень хочется попробовать и из-за этого какой-то неполноценной себя чувствовать начинаешь,"strict_validator_rejected:known_source_lexical_guard,ne_ni_unsafe","[""spelling""]",True,0.018518518518518517,0.014393939393939395,spelling_replace:хочеться->хочется:frequent_error_exact,spelling_replace:хочеться->хочется:frequent_error_exact
sage_ruspellru,меня радует что сейчас у меня перед глазами совесм другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,меня радует что сейчас у меня перед глазами совсем другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,strict_validator_rejected:known_source_lexical_guard,"[""spelling""]",True,0.010526315789473684,0.009259259259259259,spelling_replace:совесм->совсем:swapped_letters_candidate,spelling_replace:совесм->совсем:swapped_letters_candidate
sage_ruspellru,география его выступлений достегает индии англии венгрии португалии голландии финляндии,география его выступлений достигает индии англии венгрии португалии голландии финляндии,unsupported_edit_type,[],False,0.011494252873563218,0.01111111111111111,,
sage_ruspellru,давольно милый и летом и зимой обогреваемый теплым солнушком,довольно милый и летом и зимой обогреваемый теплым солнышком,strict_validator_rejected:morphology_agreement_guard,"[""spelling""]",True,0.03333333333333333,0.026234567901234566,spelling_replace:давольно->довольно:dictionary_fuzzy; spelling_replace:солнушком->солнышком:keyboard_typo_candidate,spelling_replace:давольно->довольно:dictionary_fuzzy; spelling_replace:солнушком->солнышком:keyboard_typo_candidate
sage_ruspellru,только вот не хочеться мне одной делать такие героическии поступки,только вот не хочется мне одной делать такие героические поступки,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.030303030303030304,0.02159090909090909,spelling_replace:хочеться->хочется:frequent_error_exact,spelling_replace:хочеться->хочется:frequent_error_exact
sage_ruspellru,а вот про поликлиники бесплатные очнь хорошо понимаю,а вот про поликлиники бесплатные очень хорошо понимаю,strict_validator_rejected:morphology_agreement_guard,"[""spelling""]",True,0.018867924528301886,0.025,spelling_replace:очнь->очень:missing_letter_candidate,spelling_replace:очнь->очень:missing_letter_candidate
sage_ruspellru,только не сделай мне уроки воть покажу те тогда кузькину мать,только не сделай мне уроки вот покажу тебе тогда кузькину мать,unsupported_edit_type,[],False,0.04838709677419355,0.06818181818181818,,
sage_ruspellru,его родители довили на него они очень хотели чтобы их сын был счастлив,его родители давили на него они очень хотели чтобы их сын был счастлив,unsupported_edit_type,[],False,0.014285714285714285,0.01282051282051282,,
sage_ruspellru,внутренний национальный конфликт зрел давно и ктото умело воспользовался этим в своих целях,внутренний национальный конфликт зрел давно и кто-то умело воспользовался этим в своих целях,unsupported_edit_type,[],False,0.010869565217391304,0.01282051282051282,,
sage_ruspellru,но есть настоящие женщины взять хотябы гурченко ротару или вот мою любимицу милен которая почти в полтийник выглядит как конфетка,но есть настоящие женщины взять хотя бы гурченко ротару или вот мою любимицу милен которая почти в полтинник выглядит как конфетка,strict_validator_rejected:outside strict spelling/punctuation scope,"[""spelling""]",True,0.015384615384615385,0.14285714285714285,spelling_replace:полтийник->полтинник:dictionary_fuzzy,spelling_replace:полтийник->полтинник:dictionary_fuzzy
sage_ruspellru,ушли все довольные в шерсти и опять ничерта на выспались,ушли все довольные в шерсти и опять ни черта не выспались,unsupported_edit_type,[],False,0.03508771929824561,0.2727272727272727,,
sage_ruspellru,а не правильно то что каждый участник дорожного движения должен ехать в своей полосе так же как и мотоциклист и нечего лезть меж машин если не пускают а мож она там губы красила и не заметила его всякое бывает,а неправильно то что каждый участник дорожного движения должен ехать в своей полосе так же как и мотоциклист и нечего лезть меж машин если не пускают а может она там губы красила и не заметила его всякое бывает,"strict_validator_rejected:ne_ni_unsafe,outside strict spelling/punctuation scope","[""split_join""]",True,0.014285714285714285,0.07692307692307693,join_words:не правильно->неправильно:ne_adverb,join_words:не правильно->неправильно:ne_adverb
sage_ruspellru,изретко меня спрашивают что собсно произошло вообщем ладно они ругаются мы ждем криминальную полицию,изредка меня спрашивают что собственно произошло в общем ладно они ругаются мы ждем криминальную полицию,"strict_validator_rejected:known_source_lexical_guard,outside strict spelling/punctuation scope,unsafe_fuzzy_spelling_candidate","[""split_join""]",True,0.0673076923076923,0.26666666666666666,split_word:вообщем->в общем:frequent_error_exact,split_word:вообщем->в общем:frequent_error_exact
sage_ruspellru,я сначало подумал причем здесь жарков,я сначала подумал причем здесь жарков,unsupported_edit_type,[],False,0.02702702702702703,0.023809523809523808,,
sage_ruspellru,за это нада выпеть,за это надо выпить,too_few_tokens,[],False,0.0,0.0,,
sage_ruspellru,давеча выясняли чтоже такое романтика,давеча выясняли что же такое романтика,token_edit_distance_too_high,[],False,0.02631578947368421,0.3333333333333333,,
sage_ruspellru,вродь уже подумала что все нормуль что и так бывает нормально,вроде уже подумала что все нормуль что и так бывает нормально,unsupported_edit_type,[],False,0.01639344262295082,0.018181818181818184,,
sage_ruspellru,как бы ни хотелось умным девочкам вскрыть аццкий плагиат на деле все просто,как бы ни хотелось умным девочкам вскрыть адский плагиат на деле все просто,unsupported_edit_type,[],False,0.02666666666666667,0.02564102564102564,,
sage_ruspellru,хотелось бы более подробно узнать о алексее шинкоренко опыт работы в области фотографии опыт работы в преподавателем желатьльно со ссылкой на портфолио,хотелось бы более подробно узнать о алексее шинкоренко опыт работы в области фотографии опыт работы преподавателем желательно со ссылкой на портфолио,"strict_validator_rejected:known_source_lexical_guard,outside strict spelling/punctuation scope,unsafe_fuzzy_spelling_candidate","[""spelling""]",True,0.019867549668874173,0.09090909090909091,spelling_replace:желатьльно->желательно:dictionary_fuzzy,spelling_replace:желатьльно->желательно:dictionary_fuzzy
sage_ruspellru,я не верю что вокруг нас такое количество людей хотябы согласных внутренне жить в согласии с ним,я не верю что вокруг нас такое количество людей хотя бы согласных внутренне жить в согласии с ним,unsupported_edit_type,[],False,0.010309278350515464,0.1111111111111111,,
sage_ruspellru,это потому што я по телефону хваостаюсь,это потому что я по телефону хвастаюсь,"strict_validator_rejected:known_source_lexical_guard,outside strict spelling/punctuation scope,unsafe_fuzzy_spelling_candidate","[""spelling""]",True,0.05128205128205128,0.06190476190476191,spelling_replace:хваостаюсь->хвастаюсь:extra_letter_candidate,spelling_replace:хваостаюсь->хвастаюсь:extra_letter_candidate
sage_ruspellru,а птом к нам спиной села девушка видно штаны ей были оч велики,а потом к нам спиной села девушка видно штаны ей были очень велики,unsupported_edit_type,[],False,0.06060606060606061,0.06153846153846154,,
sage_ruspellru,людей тянет ко всему необычному они его копируют они ему подрожают культивируют пропогандируют распространяют,людей тянет ко всему необычному они его копируют они ему подражают культивируют пропагандируют распространяют,"strict_validator_rejected:known_source_lexical_guard,ne_ni_unsafe,outside strict spelling/punctuation scope","[""spelling""]",True,0.01834862385321101,0.013038548752834467,spelling_replace:пропогандируют->пропагандируют:dictionary_fuzzy,spelling_replace:пропогандируют->пропагандируют:dictionary_fuzzy
sage_ruspellru,не действительно фсе так и было,не действительно все так и было,unsupported_edit_type,[],False,0.03225806451612903,0.05555555555555555,,
sage_ruspellru,в этот раз история будет развеваться во времена бесстрашных ковбоев на территории дикого запада,в этот раз история будет развиваться во времена бесстрашных ковбоев на территории дикого запада,unsupported_edit_type,[],False,0.010526315789473684,0.006493506493506494,,
sage_ruspellru,я тогда себя вобще не контроллировала абсолютно невменяемая была,я тогда себя вообще не контролировала абсолютно невменяемая была,"strict_validator_rejected:morphology_agreement_guard,ne_ni_unsafe,unsafe_double_consonant_candidate","[""spelling""]",True,0.03125,0.025925925925925925,spelling_replace:вобще->вообще:missing_letter_candidate; spelling_replace:контроллировала->контролировала:double_consonant_candidate,spelling_replace:вобще->вообще:missing_letter_candidate; spelling_replace:контроллировала->контролировала:double_consonant_candidate
sage_ruspellru,могу зделать так что-бы тебе не было тоскливо,могу сделать так чтобы тебе не было тоскливо,"strict_validator_rejected:known_source_lexical_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.044444444444444446,0.03869047619047619,spelling_replace:зделать->сделать:frequent_error_exact,spelling_replace:зделать->сделать:frequent_error_exact
sage_ruspellru,фишкой нашего прибывания в нью-йорке стала вполне шикарная квартира в центре города на манхеттоне на 27 этаже с прекрасным видом,фишкой нашего пребывания в нью-йорке стала вполне шикарная квартира в центре города на манхэттене на 27 этаже с прекрасным видом,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.0234375,0.015000000000000003,spelling_replace:прибывания->пребывания:dictionary_fuzzy,spelling_replace:прибывания->пребывания:dictionary_fuzzy
sage_ruspellru,обломно шо не сдал горбачева но хочу сдать последний экзам на 5 тогда буит возможно хоть ченить выловить на горбачеве,обломно что не сдал горбачева но хочу сдать последний экзамен на 5 тогда будет возможно хоть что-нибудь выловить на горбачеве,unsupported_edit_type,[],False,0.096,0.09761904761904763,,
sage_ruspellru,музончик конечно зачетный и почемуто до боли знакомый,музончик конечно зачетный и почему-то до боли знакомый,unsupported_edit_type,[],False,0.018518518518518517,0.013888888888888888,,
sage_ruspellru,начит заффтра перед встречей заеду в магазин куплю себе рубашечку какую-нить и прямо в ней выйду из магазина,значит завтра перед встречей заеду в магазин куплю себе рубашечку какую-нибудь и прямо в ней выйду из магазина,unsupported_edit_type,[],False,0.05454545454545454,0.03902116402116402,,
sage_ruspellru,утром мы сидели как сычи а потом каааак начали работать,утром мы сидели как сычи а потом как начали работать,unsupported_edit_type,[],False,0.05454545454545454,0.05,,
sage_ruspellru,мне гречневая мука нравиться в выпечке вообщем забираю рецепт,мне гречневая мука нравится в выпечке в общем забираю рецепт,"strict_validator_rejected:known_source_lexical_guard,requires_trusted_candidate","[""spelling"", ""split_join""]",True,0.03278688524590164,0.3,split_word:вообщем->в общем:frequent_error_exact; spelling_replace:нравиться->нравится:tsya_soft_delete,split_word:вообщем->в общем:frequent_error_exact; spelling_replace:нравиться->нравится:tsya_soft_delete
sage_ruspellru,прикажите принести немног сухих листьев,прикажите принести немного сухих листьев,unsupported_edit_type,[],False,0.025,0.02857142857142857,,
sage_ruspellru,я дабы окончательно не вынести мозк невинным родственникам пошла кормить утачек,я дабы окончательно не вынести мозг невинным родственникам пошла кормить уточек,unsupported_edit_type,[],False,0.02531645569620253,0.03787878787878787,,
sage_ruspellru,вик а мож то не папирус был а рисовая бумага,вик а может то не папирус был а рисовая бумага,unsupported_edit_type,[],False,0.043478260869565216,0.04,,
sage_ruspellru,иногда даже не знаеш кого бояться милицию или преступников,иногда даже не знаешь кого бояться милицию или преступников,"strict_validator_rejected:known_source_lexical_guard,requires_trusted_candidate","[""spelling""]",True,0.01694915254237288,0.018518518518518517,spelling_replace:знаеш->знаешь:missing_letter_candidate,spelling_replace:знаеш->знаешь:missing_letter_candidate
sage_ruspellru,опыт ночевки в одиночестве полученый на тренинге в крыму ни идет ни в какое сравнение одиночество весьма относительное скорее как подготовка,опыт ночевки в одиночестве полученный на тренинге в крыму не идет ни в какое сравнение одиночество весьма относительное скорее как подготовка,"strict_validator_rejected:morphology_agreement_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.014184397163120567,0.02857142857142857,spelling_replace:полученый->полученный:double_consonant_candidate,spelling_replace:полученый->полученный:double_consonant_candidate
sage_ruspellru,и на последок фото строящегося моста на остров русский с п-ова назимова,и напоследок фото строящегося моста на остров русский с п-ова назимова,unsupported_edit_type,[],False,0.014084507042253521,0.16666666666666666,,
sage_ruspellru,нуууууу вам целиком рассказать или мож ограничиться только расшифровкой,ну вам целиком рассказать или может ограничиться только расшифровкой,unsupported_edit_type,[],False,0.09859154929577464,0.12380952380952381,,
sage_ruspellru,железнодорожный музей интеренсо потому что мне вообще интересно аткое анны ахматовой лажа но непременно приду туда днем и возможно не раз военно-морской неплохо,железнодорожный музей интересно потому что мне вообще интересно такое анны ахматовой лажа но непременно приду туда днем и возможно не раз военно-морской неплохо,"strict_validator_rejected:known_source_lexical_guard,ne_ni_unsafe,unsafe_fuzzy_spelling_candidate","[""spelling""]",True,0.025,0.02705314009661836,spelling_replace:интеренсо->интересно:swapped_letters_candidate; spelling_replace:аткое->такое:swapped_letters_candidate,spelling_replace:интеренсо->интересно:swapped_letters_candidate; spelling_replace:аткое->такое:swapped_letters_candidate
sage_ruspellru,вика грустно папа чтоли стареть уже начал,вика грустно папа чтоль стареть уже начал,unsupported_edit_type,[],False,0.024390243902439025,0.028571428571428574,,
sage_ruspellru,иногда ролучается давольно странно,иногда получается довольно странно,too_few_tokens,[],False,0.0,0.0,,
sage_ruspellru,ему подражали почти всю античную эпоху осбенно поэты александрийской эпохи сущестует даже особый термин анакреонтика для стихов которые приписывали анакреонту позднее,ему подражали почти всю античную эпоху особенно поэты александрийской эпохи существует даже особый термин анакреонтика для стихов которые приписывали анакреонту позднее,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard,unsafe_fuzzy_spelling_candidate","[""spelling""]",True,0.011904761904761904,0.010714285714285714,spelling_replace:осбенно->особенно:missing_letter_candidate; spelling_replace:сущестует->существует:missing_letter_candidate,spelling_replace:осбенно->особенно:missing_letter_candidate; spelling_replace:сущестует->существует:missing_letter_candidate
sage_ruspellru,хотя флот попрежнему нуждался в деньгах он все же выделил 12 000 долларов на покупку комплектов беспроводного оборудования в различных европейских компаниях,хотя флот по-прежнему нуждался в деньгах он все же выделил 12 000 долларов на покупку комплектов беспроводного оборудования в различных европейских компаниях,unsupported_edit_type,[],False,0.006369426751592357,0.004132231404958678,,
sage_ruspellru,кто не знает как выразить восхищений моей неземной крррррасотой тому какбэ намякают,кто не знает как выразить восхищение моей неземной красотой тому как бы намекают,token_edit_distance_too_high,[],False,0.0963855421686747,0.38461538461538464,,
sage_ruspellru,если я начну строить фразу болше чем из двух слов я обязательно перепутаю слоги склеивать из двух слов одно,если я начну строить фразу больше чем из двух слов я обязательно перепутаю слоги склеивать из двух слов одно,strict_validator_rejected:morphology_agreement_guard,"[""spelling""]",True,0.009259259259259259,0.008771929824561403,spelling_replace:болше->больше:missing_letter_candidate,spelling_replace:болше->больше:missing_letter_candidate
sage_ruspellru,я так думаю что если вдруг написать про фэйри предварительно с ними заключив договор то совершенно неожидано в пургу принесут пузыречек именно в тот момент когда он закеончится и нечем будет помыть посуду,я так думаю что если вдруг написать про фейри предварительно с ними заключив договор то совершенно неожиданно в пургу принесут пузыречек именно в тот момент когда он закончится и нечем будет помыть посуду,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.014705882352941176,0.011845730027548212,spelling_replace:неожидано->неожиданно:double_consonant_candidate; spelling_replace:закеончится->закончится:extra_letter_candidate,spelling_replace:неожидано->неожиданно:double_consonant_candidate; spelling_replace:закеончится->закончится:extra_letter_candidate
sage_ruspellru,и тут к тебе пацан подходит просит автограф ты думаешь спасибо чувак и девченка сразу расстаяла,и тут к тебе пацан подходит просит автограф ты думаешь спасибо чувак и девчонка сразу растаяла,forbidden_domain_noise,[],False,0.0,0.0,,
sage_ruspellru,на фотке по идее должно быть видно как из верхней тучи дождь льет на нижнюю но чота как-то не очень видно,на фотке по идее должно быть видно как из верхней тучи дождь льет на нижнюю но что-то как-то не очень видно,unsupported_edit_type,[],False,0.028037383177570093,0.023809523809523808,,
sage_ruspellru,а ведь когда-то туда специально ходили семьями чтобы самостоятельно выловить сочком понравившуюся рыбу и тут же ее купить,а ведь когда-то туда специально ходили семьями чтобы самостоятельно выловить сачком понравившуюся рыбу и тут же ее купить,unsupported_edit_type,[],False,0.008264462809917356,0.009259259259259259,,
sage_ruspellru,вообщем загрузили машину хоршо что тачка большая и багажник соответствующий а так бы не влезло все,в общем загрузили машину хорошо что тачка большая и багажник соответствующий а так бы не влезло все,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard","[""spelling"", ""split_join""]",True,0.020202020202020204,0.17647058823529413,split_word:вообщем->в общем:frequent_error_exact; spelling_replace:хоршо->хорошо:missing_letter_candidate,split_word:вообщем->в общем:frequent_error_exact; spelling_replace:хоршо->хорошо:missing_letter_candidate
sage_ruspellru,незнаю ты же у них мой уин взял,не знаю ты же у них мой ужин взял,token_edit_distance_too_high,[],False,0.06060606060606061,0.3333333333333333,,
sage_ruspellru,тут занимаюсь на работе всякой хренью подбираю для врагов оборудование во благо нашым олигархам так что я прошу прощения что на вас внимание неуделяю,тут занимаюсь на работе всякой хренью подбираю для врагов оборудование во благо нашим олигархам так что я прошу прощения что на вас внимание не уделяю,forbidden_domain_noise,[],False,0.0,0.0,,
sage_ruspellru,за желанием кнр снова поставить на повестку дня территориальный спор японские власти видят посягательство на природные ископаемые которыми богаты остова сэнкаку,за желанием кнр снова поставить на повестку дня территориальный спор японские власти видят посягательство на природные ископаемые которыми богаты острова сенкаку,unsupported_edit_type,[],False,0.012422360248447204,0.013605442176870748,,
sage_ruspellru,с поездкой в москву я поняла что в жизне моей происходят значительные перемены,с поездкой в москву я поняла что в жизни моей происходят значительные перемены,unsupported_edit_type,[],False,0.01282051282051282,0.015384615384615385,,
sage_ruspellru,загущая соус паралелльно и специи добавляешь и сладость,загущая соус параллельно и специи добавляешь и сладость,strict_validator_rejected:unsafe_fuzzy_spelling_candidate,"[""spelling""]",True,0.03636363636363636,0.022727272727272728,spelling_replace:паралелльно->параллельно:swapped_letters_candidate,spelling_replace:паралелльно->параллельно:swapped_letters_candidate
sage_ruspellru,тоесть ни хлеба ни шеколада ни чего кроме овощей,то есть ни хлеба ни шоколада ничего кроме овощей,token_edit_distance_too_high,[],False,0.0625,0.6666666666666665,,
sage_ruspellru,ну тогда накоплю денех и напрошусь на мейк,ну тогда накоплю денег и напрошусь на мейк,unsupported_edit_type,[],False,0.023809523809523808,0.025,,
sage_ruspellru,моного людей чтоли за идею работать будет,много людей что ли за идею работать будет,token_edit_distance_too_high,[],False,0.04878048780487805,0.375,,
sage_ruspellru,что посомтреть в этот день мы выбирали из того что находилось рядом и еще не было посещено остановились на гейзерах,что посмотреть в этот день мы выбирали из того что находилось рядом и еще не было посещено остановились на гейзерах,forbidden_domain_noise,[],False,0.0,0.0,,
sage_ruspellru,на что мент процедил будеш много базарить счас в отделении продолжим разговор,на что мент процедил будешь много базарить сейчас в отделении продолжим разговор,"strict_validator_rejected:known_source_lexical_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.0375,0.041666666666666664,spelling_replace:будеш->будешь:missing_letter_candidate,spelling_replace:будеш->будешь:missing_letter_candidate
sage_ruspellru,ну не знаю батенька што вам тогда вообще надо,ну не знаю батенька что вам тогда вообще надо,unsupported_edit_type,[],False,0.022222222222222223,0.037037037037037035,,
sage_ruspellru,а ведь все вышло изза того что папинька малого два да я родила 25го августа отпрыска номер два гектора узнал что он как бы официально непричем к гектору,а ведь все вышло из-за того что папенька малого два да я родила 25-го августа отпрыска номер два гектора узнал что он как бы официально ни при чем к гектору,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard,outside strict spelling/punctuation scope","[""spelling""]",True,0.038461538461538464,0.16129032258064516,spelling_replace:папинька->папенька:dictionary_fuzzy,spelling_replace:папинька->папенька:dictionary_fuzzy
sage_ruspellru,нельзя утишать себя мыслями что всего лишь проигранная игра,нельзя утешать себя мыслями что всего лишь проигранная игра,unsupported_edit_type,[],False,0.01694915254237288,0.015873015873015872,,
