source,target,split,source_type,error_type,rule_ids,edits,metadata,original_clean_source,source_corpus,source_subcorpus,is_hard_negative,is_real_pair,template_id,normalized_pair_hash,error_types,source_dataset,is_clean,is_synthetic,domain,rule_id,edit_operations,calib_bucket
"По его словам, он невидел никакого крюка, потому что в помещении было темнно.","По его словам, он не видел никакого крюка, потому что в помещении было темно.",train,synthetic_augmented_from_open_clean,spelling,"[""ne_verb"", ""n_nn_short_form""]","[{""source"": ""невидел"", ""replacement"": ""не видел"", ""edit_type"": ""split_word"", ""start"": 18, ""end"": 25, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb""}, {""source"": ""темнно"", ""replacement"": ""темно"", ""edit_type"": ""spelling_replace"", ""start"": 70, ""end"": 76, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""n_nn_short_form""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""n_nn_short_form"", ""ne_verb""], ""carrier_sentence_hash"": ""01c930e3166020b44532e1a5"", ""clean_hash"": ""df80eda879ca6688a5dba369c033f432e32a2c40ffb35a07e6378269d8e00692"", ""error_bearing_span"": [18, 25], ""error_form"": ""невидел"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Open Lenta.ru news dataset; verify terms before production."", ""normalized_pair_hash"": ""d5b8bab0cb4f15f752752e34f5b1e5a41bd9f563df629ba09ff577b30d81558a"", ""original_clean_sentence"": ""По его словам, он не видел никакого крюка, потому что в помещении было темно."", ""rule_ids"": [""ne_verb"", ""n_nn_short_form""], ""sentence_id"": ""29785:2"", ""source_doc_id"": ""https://lenta.ru/news/2001/06/27/driver/"", ""source_name"": ""lenta_news"", ""source_subcorpus"": ""Из жизни"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""synthetic_source_dataset"": ""synthetic_open_corpus_mixed"", ""target_family"": ""ne_verb"", ""target_form"": ""не видел""}","По его словам, он не видел никакого крюка, потому что в помещении было темно.",lenta_news,Из жизни,False,False,d5b8bab0cb4f15f752752e34,d5b8bab0cb4f15f752752e34f5b1e5a41bd9f563df629ba09ff577b30d81558a,"[""spelling"", ""split_join""]",lenta_news,False,True,news,ne_verb,"[{""source"": ""невидел"", ""replacement"": ""не видел"", ""edit_type"": ""split_word"", ""start"": 18, ""end"": 25, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb""}, {""source"": ""темнно"", ""replacement"": ""темно"", ""edit_type"": ""spelling_replace"", ""start"": 70, ""end"": 76, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""n_nn_short_form""}]",rule:ne_verb
Команда недумает о задержке. Утром аналитик проверил сводку.... позже редактор проверил запись метканзцеа.,Команда не думает о задержке. Утром аналитик проверил сводку.... позже редактор проверил запись метканзцеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""71d1e23e09ed3bbdf31202a4"", ""clean_hash"": ""70773b64907f6cf62acaf1fa2a498ad4e54a2754539652f11bc146f6589b7e6d"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не думает"", ""rule_id"": ""ne_verb"", ""source"": ""недумает"", ""start"": 8, ""status"": ""proposed""}], ""error_bearing_span"": [8, 16], ""error_form"": ""недумает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""047f32c16f3b367f62140cdd1b87b38c945c7dc0985387c6668bcdef50892303"", ""original_clean_sentence"": ""Команда не думает о задержке. Утром аналитик проверил сводку.... позже редактор проверил запись метканзцеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""5902"", ""source_doc_id"": ""504"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает"", ""template_id"": ""syntax_training_ne_verb""}",Команда не думает о задержке. Утром аналитик проверил сводку.,nerus_news,nerus_lenta,False,False,ee7163a1a0e0ebc663d3b82e,ee7163a1a0e0ebc663d3b82e89dcc24051983b52792688d0d1075f7f95bc0505,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
"Команда недумает о задержке. Затем курьер доставил пакет. При его замене на идентичный и юридически чистый мотор водителям не придеться ехать в ГИБДД для регистрации. В отчете ож встретилось слово жытель. Лучшей семейной игрой по итогам голосования стала Overcooked 2, награду «Лучшая стратегия» получила Into the Breach.","Команда не думает о задержке. Затем курьер доставил пакет. При его замене на идентичный и юридически чистый мотор водителям не придется ехать в ГИБДД для регистрации. В отчете ож встретилось слово житель. Лучшей семейной игрой по итогам голосования стала Overcooked 2, награду «Лучшая стратегия» получила Into the Breach.",train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb"", ""tsya_soft_delete"", ""pattern_жы_жи""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}, {""source"": ""придеться"", ""replacement"": ""придется"", ""edit_type"": ""spelling_replace"", ""start"": 126, ""end"": 135, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.9, ""rule_id"": ""tsya_soft_delete""}, {""source"": ""жытель"", ""replacement"": ""житель"", ""edit_type"": ""spelling_replace"", ""start"": 197, ""end"": 203, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.94, ""rule_id"": ""pattern_жы_жи""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb"", ""pattern_жы_жи"", ""tsya_soft_delete""], ""carrier_sentence_hash"": ""03d9f8eb7f19522adbc47adb"", ""clean_hash"": ""c700fc8281fccde11ead2be00ece5d4413fe0d5c679c18a174c1e9198c51d79e"", ""error_bearing_span"": [8, 16], ""error_count"": 3, ""error_form"": ""недумает"", ""generation_strategy"": ""multi_error_stress"", ""is_stress"": true, ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""original_clean_sentence"": ""Команда не думает о задержке. Затем курьер доставил пакет. При его замене на идентичный и юридически чистый мотор водителям не придется ехать в ГИБДД для регистрации. В отчете ож встретилось слово житель. Лучшей семейной игрой по итогам голосования стала Overcooked 2, награду «Лучшая стратегия» получила Into the Breach."", ""rule_ids"": [""ne_verb"", ""tsya_soft_delete"", ""pattern_жы_жи""], ""sentence_id"": ""12180"", ""source_doc_id"": ""1044"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает""}","Команда не думает о задержке. Затем курьер доставил пакет. При его замене на идентичный и юридически чистый мотор водителям не придется ехать в ГИБДД для регистрации. В отчете ож встретилось слово житель. Лучшей семейной игрой по итогам голосования стала Overcooked 2, награду «Лучшая стратегия» получила Into the Breach.",nerus_news,nerus_lenta,False,False,6b97b335ba3d57ce9e37b246,6b97b335ba3d57ce9e37b246ba95bb0d6be978efef938ead0adcc151f5b3a6f1,"[""spelling"", ""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}, {""source"": ""придеться"", ""replacement"": ""придется"", ""edit_type"": ""spelling_replace"", ""start"": 126, ""end"": 135, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.9, ""rule_id"": ""tsya_soft_delete""}, {""source"": ""жытель"", ""replacement"": ""житель"", ""edit_type"": ""spelling_replace"", ""start"": 197, ""end"": 203, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.94, ""rule_id"": ""pattern_жы_жи""}]",rule:ne_verb
Команда недумает о задержке. Утром служба сверила данные.... позже редактор проверил запись меткавзцеа.,Команда не думает о задержке. Утром служба сверила данные.... позже редактор проверил запись меткавзцеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""2a9547f240c6172c7417d326"", ""clean_hash"": ""d547e5572fd90ab55dd9c6bea7e5b0fc9e4f317c5e638ee30c9346088d5a2df4"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не думает"", ""rule_id"": ""ne_verb"", ""source"": ""недумает"", ""start"": 8, ""status"": ""proposed""}], ""error_bearing_span"": [8, 16], ""error_form"": ""недумает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""882ed646c9966101e0acd99e3902ff4a7519ced188ceb9ac89686a0813ec0170"", ""original_clean_sentence"": ""Команда не думает о задержке. Утром служба сверила данные.... позже редактор проверил запись меткавзцеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""5876"", ""source_doc_id"": ""502"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает"", ""template_id"": ""syntax_training_ne_verb""}",Команда не думает о задержке. Утром служба сверила данные.,nerus_news,nerus_lenta,False,False,da0ee1d6c61f6b087638be6f,da0ee1d6c61f6b087638be6f25b6a9c9dfe112bfc3a542865d8a66a51b85bc58,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
"Следствие пока неопределило, будут ли выдан ордер на их арест.","Следствие пока не определило, будут ли выдан ордер на их арест.",train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""неопределило"", ""replacement"": ""не определило"", ""edit_type"": ""split_word"", ""start"": 15, ""end"": 27, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""6d47c793c6fd41178bc0662e"", ""clean_hash"": ""75bb1013dc0e5642944362edcc845c2b01ba1a432194c6dbafd4c0ff4d8bc38f"", ""error_bearing_span"": [15, 27], ""error_form"": ""неопределило"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Open Lenta.ru news dataset; verify terms before production."", ""normalized_pair_hash"": ""931bbd590a58eb5304c4ddbd860ef596d02c0328c3adc2d374e2f927342a8bae"", ""original_clean_sentence"": ""Следствие пока не определило, будут ли выдан ордер на их арест."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""18121:4"", ""source_doc_id"": ""https://lenta.ru/news/2000/12/12/charged/"", ""source_name"": ""lenta_news"", ""source_subcorpus"": ""Мир"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""synthetic_source_dataset"": ""synthetic_open_corpus_ne_verb"", ""target_family"": ""ne_verb"", ""target_form"": ""не определило""}","Следствие пока не определило, будут ли выдан ордер на их арест.",lenta_news,Мир,False,False,931bbd590a58eb5304c4ddbd,931bbd590a58eb5304c4ddbd860ef596d02c0328c3adc2d374e2f927342a8bae,"[""split_join""]",lenta_news,False,True,news,ne_verb,"[{""source"": ""неопределило"", ""replacement"": ""не определило"", ""edit_type"": ""split_word"", ""start"": 15, ""end"": 27, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb""}]",rule:ne_verb
Команда недумает о задержке. Затем автор сохранил документ.... позже редактор проверил запись меткахахеа.,Команда не думает о задержке. Затем автор сохранил документ.... позже редактор проверил запись меткахахеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""7394d2dec28d5d88c4f2b057"", ""clean_hash"": ""68d2475367862c85115ee5f892adf9691cacb18ab6a1e0e2a10d151189b8e634"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не думает"", ""rule_id"": ""ne_verb"", ""source"": ""недумает"", ""start"": 8, ""status"": ""proposed""}], ""error_bearing_span"": [8, 16], ""error_form"": ""недумает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""8198736218c271f2709f40d51dc08b756a642961d8931b2875fa9963c8e40f84"", ""original_clean_sentence"": ""Команда не думает о задержке. Затем автор сохранил документ.... позже редактор проверил запись меткахахеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""4340"", ""source_doc_id"": ""367"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает"", ""template_id"": ""syntax_training_ne_verb""}",Команда не думает о задержке. Затем автор сохранил документ.,nerus_news,nerus_lenta,False,False,4721a33159ecb5d3cf756dd7,4721a33159ecb5d3cf756dd7d5aef42a6e95d8b911511ace217b1025f5effb36,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
Команда недумает о задержке. Утром секретарь открыл папку.... позже редактор проверил запись меткачехеа.,Команда не думает о задержке. Утром секретарь открыл папку.... позже редактор проверил запись меткачехеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""bbc076b935d6a416e957cef2"", ""clean_hash"": ""7ef585827b2208611fe47ac151fc26bc5a902ad88fcc5eb1556f83174d9f27a6"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не думает"", ""rule_id"": ""ne_verb"", ""source"": ""недумает"", ""start"": 8, ""status"": ""proposed""}], ""error_bearing_span"": [8, 16], ""error_form"": ""недумает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""3d45bcaab153aeadf994068833a13ad13528ff198d4bdbc902a4227ee3a9d0a7"", ""original_clean_sentence"": ""Команда не думает о задержке. Утром секретарь открыл папку.... позже редактор проверил запись меткачехеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""4609"", ""source_doc_id"": ""388"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает"", ""template_id"": ""syntax_training_ne_verb""}",Команда не думает о задержке. Утром секретарь открыл папку.,nerus_news,nerus_lenta,False,False,a2e89083e97149661d8b9e39,a2e89083e97149661d8b9e393ad6f76aff1c50f0fc6d29be98820d966fb9746c,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
Команда недумает о задержке. Затем отдел принял письмо.... позже редактор проверил запись меткадтхеа.,Команда не думает о задержке. Затем отдел принял письмо.... позже редактор проверил запись меткадтхеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""6130e12c15882e996787cd47"", ""clean_hash"": ""4b9f4b1b51921d176057f93033688f637fa805122f5268bbac0e5aa99decb112"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не думает"", ""rule_id"": ""ne_verb"", ""source"": ""недумает"", ""start"": 8, ""status"": ""proposed""}], ""error_bearing_span"": [8, 16], ""error_form"": ""недумает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""53465369eb56c17ad54cfdb6142791a2ff187bd8d98bf72dba297321868df4ea"", ""original_clean_sentence"": ""Команда не думает о задержке. Затем отдел принял письмо.... позже редактор проверил запись меткадтхеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""5083"", ""source_doc_id"": ""430"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает"", ""template_id"": ""syntax_training_ne_verb""}",Команда не думает о задержке. Затем отдел принял письмо.,nerus_news,nerus_lenta,False,False,8d77d499eb82613629abdaa5,8d77d499eb82613629abdaa5c17b2b484decced97b651bb057248b6fa5245cdf,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
Редактор незнает детали дела. Вечером автор уточнил срок.... позже редактор проверил запись меткаяжцеа.,Редактор не знает детали дела. Вечером автор уточнил срок.... позже редактор проверил запись меткаяжцеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""незнает"", ""replacement"": ""не знает"", ""edit_type"": ""split_word"", ""start"": 9, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""a624248825f333a50ecd4894"", ""clean_hash"": ""c0cbefe6f02c17e8f577761f3a0ed036aa9a929bf0684111d27630f8f28038b8"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не знает"", ""rule_id"": ""ne_verb"", ""source"": ""незнает"", ""start"": 9, ""status"": ""proposed""}], ""error_bearing_span"": [9, 16], ""error_form"": ""незнает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""d31ef279f5d51d8de3b6acf6da9f983997211f6ab6ac6fef9eadc5d891d24d29"", ""original_clean_sentence"": ""Редактор не знает детали дела. Вечером автор уточнил срок.... позже редактор проверил запись меткаяжцеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""5872"", ""source_doc_id"": ""502"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не знает"", ""template_id"": ""syntax_training_ne_verb""}",Редактор не знает детали дела. Вечером автор уточнил срок.,nerus_news,nerus_lenta,False,False,fc3f9e7f525f938e54dcd75e,fc3f9e7f525f938e54dcd75ef8d37d2c25faeb693506d8f4021d044c98f7d1b7,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""незнает"", ""replacement"": ""не знает"", ""edit_type"": ""split_word"", ""start"": 9, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
Команда недумает о задержке. Позже комиссия вернула письмо.... позже редактор проверил запись меткадмцеа.,Команда не думает о задержке. Позже комиссия вернула письмо.... позже редактор проверил запись меткадмцеа.,train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""2bac50eddc25a3beeb338a6c"", ""clean_hash"": ""2510d89d0b5d2752dc3c61490163b8eb0307949d7c6c645fd2bccb950e4d0855"", ""edit_operations"": [{""confidence"": 0.35, ""edit_type"": ""split_word"", ""end"": 16, ""error_type"": ""split_join"", ""reason"": """", ""replacement"": ""не думает"", ""rule_id"": ""ne_verb"", ""source"": ""недумает"", ""start"": 8, ""status"": ""proposed""}], ""error_bearing_span"": [8, 16], ""error_form"": ""недумает"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Nerus Lenta annotated corpus; verify terms before production."", ""normalized_pair_hash"": ""033cea9392a8a7aea609510437b91185569cd93bc40ff5337577c911ea9fcbd0"", ""original_clean_sentence"": ""Команда не думает о задержке. Позже комиссия вернула письмо.... позже редактор проверил запись меткадмцеа."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""6065"", ""source_doc_id"": ""519"", ""source_name"": ""nerus_news"", ""source_subcorpus"": ""nerus_lenta"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""syntax_family"": ""ne_with_parts_of_speech"", ""target_family"": ""ne_verb"", ""target_form"": ""не думает"", ""template_id"": ""syntax_training_ne_verb""}",Команда не думает о задержке. Позже комиссия вернула письмо.,nerus_news,nerus_lenta,False,False,7b2d59fe2d3d91be1e26e115,7b2d59fe2d3d91be1e26e115d870c52fb8eb6f45713afe957c74c4722ed6d4a6,"[""split_join""]",nerus_news,False,True,news,ne_verb,"[{""source"": ""недумает"", ""replacement"": ""не думает"", ""edit_type"": ""split_word"", ""start"": 8, ""end"": 16, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb"", ""error_type"": ""split_join""}]",rule:ne_verb
"Предположительно, Аслан Масхадов знал об операции, но препятствовать ее проведению нестал.","Предположительно, Аслан Масхадов знал об операции, но препятствовать ее проведению не стал.",train,synthetic_augmented_from_open_clean,split_join,"[""ne_verb""]","[{""source"": ""нестал"", ""replacement"": ""не стал"", ""edit_type"": ""split_word"", ""start"": 83, ""end"": 89, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb""}]","{""candidate_present"": true, ""candidate_rule_ids"": [""ne_verb""], ""carrier_sentence_hash"": ""f7f349a63c5db8ac9f74e50b"", ""clean_hash"": ""4df63adebaf7854675f56d73e4ebc6ba92a5e078aa243022e79fa6ca7e023540"", ""error_bearing_span"": [83, 89], ""error_form"": ""нестал"", ""generation_strategy"": ""corpus_opportunity"", ""license_status"": ""Open Lenta.ru news dataset; verify terms before production."", ""normalized_pair_hash"": ""4404171d5dd01668a59dffa5e6b9fa753813e9148fbf50eae1a2d628e7cfd59a"", ""original_clean_sentence"": ""Предположительно, Аслан Масхадов знал об операции, но препятствовать ее проведению не стал."", ""rule_ids"": [""ne_verb""], ""sentence_id"": ""18591:10"", ""source_doc_id"": ""https://lenta.ru/news/2000/12/20/grozny/"", ""source_name"": ""lenta_news"", ""source_subcorpus"": ""Россия"", ""source_type"": ""synthetic_augmented_from_open_clean"", ""synthetic_source_dataset"": ""synthetic_open_corpus_ne_verb"", ""target_family"": ""ne_verb"", ""target_form"": ""не стал""}","Предположительно, Аслан Масхадов знал об операции, но препятствовать ее проведению не стал.",lenta_news,Россия,False,False,4404171d5dd01668a59dffa5,4404171d5dd01668a59dffa5e6b9fa753813e9148fbf50eae1a2d628e7cfd59a,"[""split_join""]",lenta_news,False,True,news,ne_verb,"[{""source"": ""нестал"", ""replacement"": ""не стал"", ""edit_type"": ""split_word"", ""start"": 83, ""end"": 89, ""status"": ""proposed"", ""reason"": """", ""confidence"": 0.35, ""rule_id"": ""ne_verb""}]",rule:ne_verb
