source_dataset,raw_id,routing_category,routing_reason,source,target,edit_count,rule_id,rule_ids,detected_error_types,candidate_present,strict_validator_passed,char_edit_ratio,token_edit_ratio,edit_summary
sage_ruspellru,,rejected,strict_validator_rejected:known_source_lexical_guard,на второй день своего прибывания в общаге я заметил теннисный стол в общей комнате в доме напротив,на второй день своего пребывания в общаге я заметил теннисный стол в общей комнате в доме напротив,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.01020408163265306,0.0058823529411764705,spelling_replace:прибывания->пребывания:dictionary_fuzzy
sage_ruspellru,,rejected,strict_validator_rejected:known_source_lexical_guard,шеф просил учавствовать в тендере ceo,шеф просил участвовать в тендере ceo,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.02702702702702703,0.013888888888888888,spelling_replace:учавствовать->участвовать:extra_letter_candidate
sage_ruspellru,,rejected,token_edit_distance_too_high,а теперь смотрите чтоже мы увидили,а теперь смотрите что же мы увидели,0,unknown,"[""unknown""]",[],False,False,0.05714285714285714,0.42857142857142855,
sage_ruspellru,test.json:24,mining,unknown_rule_mining_only,я не тьолка я девачка,я не телка я девочка,2,dictionary_fuzzy,"[""dictionary_fuzzy"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.14285714285714285,0.09523809523809523,spelling_replace:девачка->девочка:dictionary_fuzzy; unknown:тьолка->телка:unknown
sage_ruspellru,,rejected,strict_validator_rejected:morphology_agreement_guard,я в российские агенства не верю,я в российские агентства не верю,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.03125,0.018518518518518517,spelling_replace:агенства->агентства:missing_letter_candidate
sage_ruspellru,,rejected,token_edit_distance_too_high,длина 10 8 км а ширена в самом широком месте достегает 4 км,длина 10.8 км а ширина в самом широком месте достигает 4 км,0,unknown,"[""unknown""]",[],False,False,0.05084745762711865,0.3076923076923077,
sage_ruspellru,,rejected,token_edit_distance_too_high,да впринципе ниче особого говорю так как есть,да в принципе ничего особого говорю так как есть,0,unknown,"[""unknown""]",[],False,False,0.0625,0.3333333333333333,
sage_ruspellru,,rejected,strict_validator_rejected:known_source_lexical_guard,чесно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,честно говоря выбора у нас особого не было как добираться до питера потому что самолет дорого а на машине я ехать отказалась потому что жалко мне и водителя одного и ребенка мучить не хотелось,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.005208333333333333,0.004901960784313725,spelling_replace:чесно->честно:missing_letter_candidate
sage_ruspellru,,rejected,token_edit_distance_too_high,помоему надо их уже ставить к стенке и просто в тупую растреливать,по-моему надо их уже ставить к стенке и просто втупую расстреливать,0,unknown,"[""unknown""]",[],False,False,0.04477611940298507,0.3333333333333333,
sage_ruspellru,test.json:35,mining,unknown_rule_mining_only,и незря эту песню перепевали 100 тысяч раз,и не зря эту песню перепевали 100 тысяч раз,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.023255813953488372,0.2222222222222222,unknown:незря->не зря:unknown
sage_ruspellru,test.json:38,mining,unknown_rule_mining_only,на сайте асинхронные машины откапал всю нужную информацию,на сайте асинхронные машины откопал всю нужную информацию,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.017543859649122806,0.017857142857142856,unknown:откапал->откопал:unknown
sage_ruspellru,test.json:39,mining,unknown_rule_mining_only,к середине десятилетия увлечение вампирами изжевало себя,к середине десятилетия увлечение вампирами изживало себя,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.017857142857142856,0.017857142857142856,unknown:изжевало->изживало:unknown
sage_ruspellru,test.json:40,mining,unknown_rule_mining_only,жека довел торги до 1000 но охранник не приклонился хотя оч хотел,жека довел торги до 1000 но охранник не преклонился хотя очень хотел,2,prefix_pre_pri,"[""prefix_pre_pri"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.058823529411764705,0.05757575757575758,spelling_replace:приклонился->преклонился:prefix_pre_pri; unknown:оч->очень:unknown
sage_ruspellru,test.json:41,mining,unknown_rule_mining_only,оделась на голове чтото путно едаже соорудила вопреки опять же всему,оделась на голове что-то путное даже соорудила вопреки опять же всему,2,extra_letter_candidate,"[""extra_letter_candidate"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.043478260869565216,0.048484848484848485,spelling_replace:едаже->даже:extra_letter_candidate; unknown:чтото путно->что-то путное:unknown
sage_ruspellru,,rejected,token_edit_distance_too_high,с шумом как то более театрально помойму,с шумом как-то более театрально по-моему,0,unknown,"[""unknown""]",[],False,False,0.075,0.42857142857142855,
sage_ruspellru,test.json:46,mining,unknown_rule_mining_only,может и в правду лутче тебе молчать чем пытаться сказать,может и вправду лучше тебе молчать чем пытаться сказать,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.05357142857142857,0.3,unknown:в правду лутче->вправду лучше:unknown
sage_ruspellru,,rejected,"strict_validator_rejected:known_source_lexical_guard,ne_ni_unsafe",не доверят то что очень хочеться попробывать и из-за этого какой-то неполноценной себя чувствовать начинаешь,не доверят то что очень хочется попробовать и из-за этого какой-то неполноценной себя чувствовать начинаешь,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.018518518518518517,0.014393939393939395,spelling_replace:хочеться->хочется:frequent_error_exact; spelling_replace:попробывать->попробовать:dictionary_fuzzy
sage_ruspellru,,rejected,strict_validator_rejected:known_source_lexical_guard,меня радует что сейчас у меня перед глазами совесм другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,меня радует что сейчас у меня перед глазами совсем другие примеры я по-любому буду следовать им и это хорошо что я уже сейчас знаю что такое слинг и сс и почему ребенка нужно класть на живот,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.010526315789473684,0.009259259259259259,spelling_replace:совесм->совсем:swapped_letters_candidate
sage_ruspellru,test.json:55,mining,unknown_rule_mining_only,география его выступлений достегает индии англии венгрии португалии голландии финляндии,география его выступлений достигает индии англии венгрии португалии голландии финляндии,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.011494252873563218,0.01111111111111111,unknown:достегает->достигает:unknown
sage_ruspellru,,rejected,strict_validator_rejected:morphology_agreement_guard,давольно милый и летом и зимой обогреваемый теплым солнушком,довольно милый и летом и зимой обогреваемый теплым солнышком,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.03333333333333333,0.026234567901234566,spelling_replace:давольно->довольно:dictionary_fuzzy; spelling_replace:солнушком->солнышком:keyboard_typo_candidate
sage_ruspellru,test.json:58,mining,unknown_rule_mining_only,только вот не хочеться мне одной делать такие героическии поступки,только вот не хочется мне одной делать такие героические поступки,2,frequent_error_exact,"[""frequent_error_exact"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.030303030303030304,0.02159090909090909,spelling_replace:хочеться->хочется:frequent_error_exact; unknown:героическии->героические:unknown
sage_ruspellru,test.json:59,holdout,explicit_source_split,обажаю гулять по вечерам только редко удается,обожаю гулять по вечерам только редко удается,1,frequent_error_exact,"[""frequent_error_exact""]","[""spelling""]",True,True,0.022222222222222223,0.023809523809523808,spelling_replace:обажаю->обожаю:frequent_error_exact
sage_ruspellru,,rejected,strict_validator_rejected:morphology_agreement_guard,а вот про поликлиники бесплатные очнь хорошо понимаю,а вот про поликлиники бесплатные очень хорошо понимаю,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.018867924528301886,0.025,spelling_replace:очнь->очень:missing_letter_candidate
sage_ruspellru,test.json:63,mining,unknown_rule_mining_only,только не сделай мне уроки воть покажу те тогда кузькину мать,только не сделай мне уроки вот покажу тебе тогда кузькину мать,2,unknown,"[""unknown""]","[""unknown""]",False,False,0.04838709677419355,0.06818181818181818,unknown:воть->вот:unknown; unknown:те->тебе:unknown
sage_ruspellru,test.json:65,mining,unknown_rule_mining_only,его родители довили на него они очень хотели чтобы их сын был счастлив,его родители давили на него они очень хотели чтобы их сын был счастлив,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.014285714285714285,0.01282051282051282,unknown:довили->давили:unknown
sage_ruspellru,test.json:66,mining,unknown_rule_mining_only,внутренний национальный конфликт зрел давно и ктото умело воспользовался этим в своих целях,внутренний национальный конфликт зрел давно и кто-то умело воспользовался этим в своих целях,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.010869565217391304,0.01282051282051282,unknown:ктото->кто-то:unknown
sage_ruspellru,test.json:67,mining,unknown_rule_mining_only,но есть настоящие женщины взять хотябы гурченко ротару или вот мою любимицу милен которая почти в полтийник выглядит как конфетка,но есть настоящие женщины взять хотя бы гурченко ротару или вот мою любимицу милен которая почти в полтинник выглядит как конфетка,2,dictionary_fuzzy,"[""dictionary_fuzzy"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.015384615384615385,0.14285714285714285,spelling_replace:полтийник->полтинник:dictionary_fuzzy; unknown:хотябы->хотя бы:unknown
sage_ruspellru,test.json:69,mining,unknown_rule_mining_only,ушли все довольные в шерсти и опять ничерта на выспались,ушли все довольные в шерсти и опять ни черта не выспались,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.03508771929824561,0.2727272727272727,unknown:ничерта на->ни черта не:unknown
sage_ruspellru,test.json:71,mining,unknown_rule_mining_only,а не правильно то что каждый участник дорожного движения должен ехать в своей полосе так же как и мотоциклист и нечего лезть меж машин если не пускают а мож она там губы красила и не заметила его всякое бывает,а неправильно то что каждый участник дорожного движения должен ехать в своей полосе так же как и мотоциклист и нечего лезть меж машин если не пускают а может она там губы красила и не заметила его всякое бывает,2,ne_adverb,"[""ne_adverb"", ""unknown""]","[""split_join"", ""unknown""]",False,False,0.014285714285714285,0.07692307692307693,join_words:не правильно->неправильно:ne_adverb; unknown:мож->может:unknown
sage_ruspellru,test.json:72,mining,unknown_rule_mining_only,изретко меня спрашивают что собсно произошло вообщем ладно они ругаются мы ждем криминальную полицию,изредка меня спрашивают что собственно произошло в общем ладно они ругаются мы ждем криминальную полицию,3,frequent_error_exact,"[""frequent_error_exact"", ""unknown""]","[""split_join"", ""unknown""]",False,False,0.0673076923076923,0.26666666666666666,split_word:вообщем->в общем:frequent_error_exact; unknown:изретко->изредка:unknown; unknown:собсно->собственно:unknown
sage_ruspellru,test.json:73,mining,unknown_rule_mining_only,я сначало подумал причем здесь жарков,я сначала подумал причем здесь жарков,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.02702702702702703,0.023809523809523808,unknown:сначало->сначала:unknown
sage_ruspellru,,rejected,too_few_tokens,за это нада выпеть,за это надо выпить,0,unknown,"[""unknown""]",[],False,False,0.0,0.0,
sage_ruspellru,,rejected,token_edit_distance_too_high,давеча выясняли чтоже такое романтика,давеча выясняли что же такое романтика,0,unknown,"[""unknown""]",[],False,False,0.02631578947368421,0.3333333333333333,
sage_ruspellru,test.json:78,mining,unknown_rule_mining_only,вродь уже подумала что все нормуль что и так бывает нормально,вроде уже подумала что все нормуль что и так бывает нормально,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.01639344262295082,0.018181818181818184,unknown:вродь->вроде:unknown
sage_ruspellru,test.json:79,mining,unknown_rule_mining_only,как бы ни хотелось умным девочкам вскрыть аццкий плагиат на деле все просто,как бы ни хотелось умным девочкам вскрыть адский плагиат на деле все просто,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.02666666666666667,0.02564102564102564,unknown:аццкий->адский:unknown
sage_ruspellru,test.json:82,mining,unknown_rule_mining_only,хотелось бы более подробно узнать о алексее шинкоренко опыт работы в области фотографии опыт работы в преподавателем желатьльно со ссылкой на портфолио,хотелось бы более подробно узнать о алексее шинкоренко опыт работы в области фотографии опыт работы преподавателем желательно со ссылкой на портфолио,2,dictionary_fuzzy,"[""dictionary_fuzzy"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.019867549668874173,0.09090909090909091,spelling_replace:желатьльно->желательно:dictionary_fuzzy; unknown:в->:unknown
sage_ruspellru,test.json:84,mining,unknown_rule_mining_only,я не верю что вокруг нас такое количество людей хотябы согласных внутренне жить в согласии с ним,я не верю что вокруг нас такое количество людей хотя бы согласных внутренне жить в согласии с ним,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.010309278350515464,0.1111111111111111,unknown:хотябы->хотя бы:unknown
sage_ruspellru,test.json:85,mining,unknown_rule_mining_only,это потому што я по телефону хваостаюсь,это потому что я по телефону хвастаюсь,2,extra_letter_candidate,"[""extra_letter_candidate"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.05128205128205128,0.06190476190476191,spelling_replace:хваостаюсь->хвастаюсь:extra_letter_candidate; unknown:што->что:unknown
sage_ruspellru,test.json:86,mining,unknown_rule_mining_only,а птом к нам спиной села девушка видно штаны ей были оч велики,а потом к нам спиной села девушка видно штаны ей были очень велики,2,unknown,"[""unknown""]","[""unknown""]",False,False,0.06060606060606061,0.06153846153846154,unknown:птом->потом:unknown; unknown:оч->очень:unknown
sage_ruspellru,test.json:87,mining,unknown_rule_mining_only,людей тянет ко всему необычному они его копируют они ему подрожают культивируют пропогандируют распространяют,людей тянет ко всему необычному они его копируют они ему подражают культивируют пропагандируют распространяют,2,dictionary_fuzzy,"[""dictionary_fuzzy"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.01834862385321101,0.013038548752834467,spelling_replace:пропогандируют->пропагандируют:dictionary_fuzzy; unknown:подрожают->подражают:unknown
sage_ruspellru,test.json:88,mining,unknown_rule_mining_only,не действительно фсе так и было,не действительно все так и было,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.03225806451612903,0.05555555555555555,unknown:фсе->все:unknown
sage_ruspellru,test.json:92,holdout,explicit_source_split,обложка кстати давольно важная часть книжки,обложка кстати довольно важная часть книжки,1,dictionary_fuzzy,"[""dictionary_fuzzy""]","[""spelling""]",True,True,0.023255813953488372,0.020833333333333332,spelling_replace:давольно->довольно:dictionary_fuzzy
sage_ruspellru,test.json:94,mining,unknown_rule_mining_only,в этот раз история будет развеваться во времена бесстрашных ковбоев на территории дикого запада,в этот раз история будет развиваться во времена бесстрашных ковбоев на территории дикого запада,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.010526315789473684,0.006493506493506494,unknown:развеваться->развиваться:unknown
sage_ruspellru,,rejected,"strict_validator_rejected:morphology_agreement_guard,ne_ni_unsafe,unsafe_double_consonant_candidate",я тогда себя вобще не контроллировала абсолютно невменяемая была,я тогда себя вообще не контролировала абсолютно невменяемая была,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.03125,0.025925925925925925,spelling_replace:вобще->вообще:missing_letter_candidate; spelling_replace:контроллировала->контролировала:double_consonant_candidate
sage_ruspellru,test.json:101,mining,unknown_rule_mining_only,могу зделать так что-бы тебе не было тоскливо,могу сделать так чтобы тебе не было тоскливо,2,frequent_error_exact,"[""frequent_error_exact"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.044444444444444446,0.03869047619047619,spelling_replace:зделать->сделать:frequent_error_exact; unknown:что-бы->чтобы:unknown
sage_ruspellru,test.json:105,mining,unknown_rule_mining_only,фишкой нашего прибывания в нью-йорке стала вполне шикарная квартира в центре города на манхеттоне на 27 этаже с прекрасным видом,фишкой нашего пребывания в нью-йорке стала вполне шикарная квартира в центре города на манхэттене на 27 этаже с прекрасным видом,2,dictionary_fuzzy,"[""dictionary_fuzzy"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.0234375,0.015000000000000003,spelling_replace:прибывания->пребывания:dictionary_fuzzy; unknown:манхеттоне->манхэттене:unknown
sage_ruspellru,test.json:107,holdout,explicit_source_split,на этой неделе я простудился и последние дни вечром не гулял,на этой неделе я простудился и последние дни вечером не гулял,1,missing_letter_candidate,"[""missing_letter_candidate""]","[""spelling""]",True,True,0.01639344262295082,0.012987012987012986,spelling_replace:вечром->вечером:missing_letter_candidate
sage_ruspellru,test.json:109,mining,unknown_rule_mining_only,обломно шо не сдал горбачева но хочу сдать последний экзам на 5 тогда буит возможно хоть ченить выловить на горбачеве,обломно что не сдал горбачева но хочу сдать последний экзамен на 5 тогда будет возможно хоть что-нибудь выловить на горбачеве,4,unknown,"[""unknown""]","[""unknown""]",False,False,0.096,0.09761904761904763,unknown:шо->что:unknown; unknown:экзам->экзамен:unknown; unknown:буит->будет:unknown; unknown:ченить->что-нибудь:unknown
sage_ruspellru,test.json:110,mining,unknown_rule_mining_only,музончик конечно зачетный и почемуто до боли знакомый,музончик конечно зачетный и почему-то до боли знакомый,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.018518518518518517,0.013888888888888888,unknown:почемуто->почему-то:unknown
sage_ruspellru,test.json:111,mining,unknown_rule_mining_only,начит заффтра перед встречей заеду в магазин куплю себе рубашечку какую-нить и прямо в ней выйду из магазина,значит завтра перед встречей заеду в магазин куплю себе рубашечку какую-нибудь и прямо в ней выйду из магазина,2,unknown,"[""unknown""]","[""unknown""]",False,False,0.05454545454545454,0.03902116402116402,unknown:начит заффтра->значит завтра:unknown; unknown:какую-нить->какую-нибудь:unknown
sage_ruspellru,test.json:113,mining,unknown_rule_mining_only,утром мы сидели как сычи а потом каааак начали работать,утром мы сидели как сычи а потом как начали работать,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.05454545454545454,0.05,unknown:каааак->как:unknown
sage_ruspellru,,rejected,"strict_validator_rejected:known_source_lexical_guard,requires_trusted_candidate",мне гречневая мука нравиться в выпечке вообщем забираю рецепт,мне гречневая мука нравится в выпечке в общем забираю рецепт,0,unknown,"[""unknown""]","[""spelling"", ""split_join""]",True,False,0.03278688524590164,0.3,split_word:вообщем->в общем:frequent_error_exact; spelling_replace:нравиться->нравится:tsya_soft_delete
sage_ruspellru,test.json:117,mining,unknown_rule_mining_only,прикажите принести немног сухих листьев,прикажите принести немного сухих листьев,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.025,0.02857142857142857,unknown:немног->немного:unknown
sage_ruspellru,test.json:118,mining,unknown_rule_mining_only,я дабы окончательно не вынести мозк невинным родственникам пошла кормить утачек,я дабы окончательно не вынести мозг невинным родственникам пошла кормить уточек,2,unknown,"[""unknown""]","[""unknown""]",False,False,0.02531645569620253,0.03787878787878787,unknown:мозк->мозг:unknown; unknown:утачек->уточек:unknown
sage_ruspellru,test.json:121,mining,unknown_rule_mining_only,вик а мож то не папирус был а рисовая бумага,вик а может то не папирус был а рисовая бумага,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.043478260869565216,0.04,unknown:мож->может:unknown
sage_ruspellru,,rejected,"strict_validator_rejected:known_source_lexical_guard,requires_trusted_candidate",иногда даже не знаеш кого бояться милицию или преступников,иногда даже не знаешь кого бояться милицию или преступников,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.01694915254237288,0.018518518518518517,spelling_replace:знаеш->знаешь:missing_letter_candidate
sage_ruspellru,test.json:123,mining,unknown_rule_mining_only,опыт ночевки в одиночестве полученый на тренинге в крыму ни идет ни в какое сравнение одиночество весьма относительное скорее как подготовка,опыт ночевки в одиночестве полученный на тренинге в крыму не идет ни в какое сравнение одиночество весьма относительное скорее как подготовка,2,double_consonant_candidate,"[""double_consonant_candidate"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.014184397163120567,0.02857142857142857,spelling_replace:полученый->полученный:double_consonant_candidate; unknown:ни->не:unknown
sage_ruspellru,test.json:127,mining,unknown_rule_mining_only,и на последок фото строящегося моста на остров русский с п-ова назимова,и напоследок фото строящегося моста на остров русский с п-ова назимова,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.014084507042253521,0.16666666666666666,unknown:на последок->напоследок:unknown
sage_ruspellru,test.json:128,holdout,explicit_source_split,если сегодня не родимся то врядли до экзаменов выпишут,если сегодня не родимся то вряд ли до экзаменов выпишут,1,frequent_error_exact,"[""frequent_error_exact""]","[""split_join""]",True,True,0.01818181818181818,0.2,split_word:врядли->вряд ли:frequent_error_exact
sage_ruspellru,test.json:129,mining,unknown_rule_mining_only,нуууууу вам целиком рассказать или мож ограничиться только расшифровкой,ну вам целиком рассказать или может ограничиться только расшифровкой,2,unknown,"[""unknown""]","[""unknown""]",False,False,0.09859154929577464,0.12380952380952381,unknown:нуууууу->ну:unknown; unknown:мож->может:unknown
sage_ruspellru,,rejected,"strict_validator_rejected:known_source_lexical_guard,ne_ni_unsafe,unsafe_fuzzy_spelling_candidate",железнодорожный музей интеренсо потому что мне вообще интересно аткое анны ахматовой лажа но непременно приду туда днем и возможно не раз военно-морской неплохо,железнодорожный музей интересно потому что мне вообще интересно такое анны ахматовой лажа но непременно приду туда днем и возможно не раз военно-морской неплохо,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.025,0.02705314009661836,spelling_replace:интеренсо->интересно:swapped_letters_candidate; spelling_replace:аткое->такое:swapped_letters_candidate
sage_ruspellru,test.json:133,mining,unknown_rule_mining_only,вика грустно папа чтоли стареть уже начал,вика грустно папа чтоль стареть уже начал,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.024390243902439025,0.028571428571428574,unknown:чтоли->чтоль:unknown
sage_ruspellru,,rejected,too_few_tokens,иногда ролучается давольно странно,иногда получается довольно странно,0,unknown,"[""unknown""]",[],False,False,0.0,0.0,
sage_ruspellru,,rejected,"strict_validator_rejected:known_source_lexical_guard,morphology_agreement_guard,unsafe_fuzzy_spelling_candidate",ему подражали почти всю античную эпоху осбенно поэты александрийской эпохи сущестует даже особый термин анакреонтика для стихов которые приписывали анакреонту позднее,ему подражали почти всю античную эпоху особенно поэты александрийской эпохи существует даже особый термин анакреонтика для стихов которые приписывали анакреонту позднее,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.011904761904761904,0.010714285714285714,spelling_replace:осбенно->особенно:missing_letter_candidate; spelling_replace:сущестует->существует:missing_letter_candidate
sage_ruspellru,test.json:139,mining,unknown_rule_mining_only,хотя флот попрежнему нуждался в деньгах он все же выделил 12 000 долларов на покупку комплектов беспроводного оборудования в различных европейских компаниях,хотя флот по-прежнему нуждался в деньгах он все же выделил 12 000 долларов на покупку комплектов беспроводного оборудования в различных европейских компаниях,1,unknown,"[""unknown""]","[""unknown""]",False,False,0.006369426751592357,0.004132231404958678,unknown:попрежнему->по-прежнему:unknown
sage_ruspellru,,rejected,token_edit_distance_too_high,кто не знает как выразить восхищений моей неземной крррррасотой тому какбэ намякают,кто не знает как выразить восхищение моей неземной красотой тому как бы намекают,0,unknown,"[""unknown""]",[],False,False,0.0963855421686747,0.38461538461538464,
sage_ruspellru,,rejected,strict_validator_rejected:morphology_agreement_guard,если я начну строить фразу болше чем из двух слов я обязательно перепутаю слоги склеивать из двух слов одно,если я начну строить фразу больше чем из двух слов я обязательно перепутаю слоги склеивать из двух слов одно,0,unknown,"[""unknown""]","[""spelling""]",True,False,0.009259259259259259,0.008771929824561403,spelling_replace:болше->больше:missing_letter_candidate
sage_ruspellru,test.json:144,mining,unknown_rule_mining_only,я так думаю что если вдруг написать про фэйри предварительно с ними заключив договор то совершенно неожидано в пургу принесут пузыречек именно в тот момент когда он закеончится и нечем будет помыть посуду,я так думаю что если вдруг написать про фейри предварительно с ними заключив договор то совершенно неожиданно в пургу принесут пузыречек именно в тот момент когда он закончится и нечем будет помыть посуду,3,double_consonant_candidate,"[""double_consonant_candidate"", ""extra_letter_candidate"", ""unknown""]","[""spelling"", ""unknown""]",False,False,0.014705882352941176,0.011845730027548212,spelling_replace:неожидано->неожиданно:double_consonant_candidate; spelling_replace:закеончится->закончится:extra_letter_candidate; unknown:фэйри->фейри:unknown
sage_ruspellru,,rejected,forbidden_domain_noise,и тут к тебе пацан подходит просит автограф ты думаешь спасибо чувак и девченка сразу расстаяла,и тут к тебе пацан подходит просит автограф ты думаешь спасибо чувак и девчонка сразу растаяла,0,unknown,"[""unknown""]",[],False,False,0.0,0.0,
